payment_attempt_id,payment_method_id,payment_result_id,order_id,amount,payment_attmept_ts
1236,2,3,1091,8959.96,2025-12-29 04:10:05
1237,9,2,1091,8959.96,2025-12-29 04:14:05
1238,10,3,1092,1116.08,2025-05-29 02:08:11
1239,10,2,1092,1116.08,2025-05-29 02:12:11
1240,9,2,1093,2061.73,2025-05-14 13:39:01
1241,4,2,1094,422.86,2025-10-25 04:25:23
1242,2,2,1095,1710.11,2025-04-05 20:13:13
1243,9,2,1096,2503.91,2025-12-02 16:34:42
1244,5,3,1097,748.87,2025-04-20 18:16:29
1245,3,2,1097,748.87,2025-04-20 18:20:29
1246,1,2,1098,1205.62,2025-04-01 21:35:09
1247,7,2,1099,922.23,2025-12-12 20:02:59
1248,7,2,1100,895.28,2025-10-23 01:12:19
1249,2,2,1101,38584.64,2025-10-20 03:29:12
1250,8,2,1102,1839.54,2025-06-15 22:41:06
1251,10,2,1103,470.75,2025-11-25 17:46:14
1252,10,3,1104,627.78,2025-06-05 01:20:28
1253,10,2,1104,627.78,2025-06-05 01:24:28
1254,3,3,1105,3060.02,2025-02-07 05:15:33
1255,9,2,1105,3060.02,2025-02-07 05:19:33
1256,8,3,1106,1802.49,2025-05-10 15:03:00
1257,4,2,1106,1802.49,2025-05-10 15:07:00
1258,3,2,1107,354.92,2025-10-29 06:16:43
1259,10,2,1108,995.34,2025-03-28 09:54:16
1260,5,2,1109,2349.04,2025-02-21 03:34:33
1261,1,2,1110,4688.36,2025-12-23 23:17:59
1262,5,2,1111,1982.82,2025-01-16 08:02:26
1263,1,2,1112,3207.22,2025-02-27 10:33:23
1264,2,2,1113,707.94,2025-12-19 00:35:30
1265,9,3,1114,602.57,2025-02-18 06:23:23
1266,1,2,1114,602.57,2025-02-18 06:27:23
1267,3,2,1115,3228.18,2025-07-19 07:34:17
1268,4,2,1116,19918.70,2025-10-26 04:23:25
1269,9,3,1117,1197.21,2025-08-10 16:54:02
1270,4,2,1117,1197.21,2025-08-10 16:58:02
1271,10,2,1118,10038.84,2025-06-05 02:31:11
1272,9,2,1119,659.46,2025-06-10 09:01:56
1273,3,2,1120,1952.31,2025-12-15 17:22:36
1274,5,2,1121,4032.11,2025-12-07 14:40:13
1275,8,3,1122,5658.74,2025-05-21 01:31:10
1276,3,2,1122,5658.74,2025-05-21 01:35:10
1277,5,2,1123,562.79,2025-08-06 10:30:52
1278,9,2,1124,2094.76,2025-06-23 04:08:44
1279,4,2,1125,3257.93,2025-03-27 05:58:35
1280,5,2,1126,299.82,2025-07-29 20:38:13
1281,6,2,1127,15751.38,2025-02-25 23:02:28
1282,2,3,1128,1840.79,2025-09-08 21:20:30
1283,10,2,1128,1840.79,2025-09-08 21:24:30
1284,4,2,1129,1143.92,2025-01-14 23:57:53
1285,9,2,1130,489.68,2025-08-10 01:37:17
1286,7,2,1131,790.63,2025-09-03 23:49:07
1287,9,2,1132,544.98,2025-04-25 02:44:42
1288,7,2,1133,1446.13,2025-04-28 05:49:47
1289,5,2,1134,859.65,2025-05-28 14:36:09
1290,8,2,1135,1213.06,2025-03-16 18:36:41
1291,3,2,1136,1499.93,2025-05-02 11:58:49
1292,5,2,1137,2363.81,2025-11-20 15:00:01
1293,2,3,1138,632.56,2025-06-18 09:36:29
1294,5,2,1138,632.56,2025-06-18 09:40:29
1295,10,2,1139,962.02,2025-10-08 02:55:13
1296,10,2,1140,1919.36,2025-01-15 21:00:47
1297,4,2,1141,1391.67,2025-10-21 11:31:02
1298,4,2,1142,772.49,2025-12-20 23:15:54
1299,1,2,1143,2713.23,2025-04-12 03:13:17
1300,7,2,1144,608.95,2025-11-08 20:04:56
1301,2,2,1145,1376.78,2025-01-16 12:44:14
1302,9,2,1146,613.05,2025-11-09 10:09:49
1303,4,2,1147,5595.99,2025-10-10 23:05:36
1304,4,2,1148,1150.38,2025-11-30 20:40:44
1305,2,2,1149,290.71,2025-05-19 10:06:56
1306,7,2,1150,1310.98,2025-10-07 07:27:14
1307,2,2,1151,2462.93,2025-02-20 06:16:11
1308,6,3,1152,537.48,2025-10-14 02:05:29
1309,1,2,1152,537.48,2025-10-14 02:09:29
1310,10,3,1153,724.77,2025-05-06 01:43:14
1311,2,2,1153,724.77,2025-05-06 01:47:14
1312,4,2,1154,2161.74,2025-02-20 03:43:39
1313,2,3,1155,376.02,2025-09-24 15:58:01
1314,3,2,1155,376.02,2025-09-24 16:02:01
1315,1,2,1156,551.02,2025-02-25 16:26:02
1316,10,2,1157,1200.28,2025-08-06 08:01:06
1317,1,2,1158,39583.12,2025-02-12 03:27:58
1318,1,2,1159,542.83,2025-08-23 02:36:31
1319,10,2,1160,3059.79,2025-04-04 20:23:24
1320,3,2,1161,1214.32,2025-08-17 19:24:07
1321,5,2,1162,426.48,2025-11-01 07:50:32
1322,9,2,1163,807.53,2025-07-08 07:24:22
1323,4,3,1164,2943.56,2025-09-16 10:43:25
1324,6,2,1164,2943.56,2025-09-16 10:47:25
1325,1,2,1165,6353.27,2025-09-28 14:21:35
1326,10,2,1166,3615.36,2025-06-28 00:06:29
1327,3,2,1167,686.67,2025-10-10 20:02:23
1328,1,2,1168,3814.10,2025-07-24 19:10:55
1329,6,2,1169,13775.17,2025-04-26 06:10:47
1330,3,3,1170,1661.61,2025-01-18 19:11:37
1331,10,2,1170,1661.61,2025-01-18 19:15:37
1332,4,2,1171,1026.72,2025-05-24 20:26:57
1333,6,2,1172,3098.31,2025-12-17 04:45:28
1334,3,2,1173,3314.33,2025-03-08 04:41:17
1335,8,2,1174,711.29,2025-04-03 07:23:59
1336,7,2,1175,874.76,2025-08-06 06:35:48
1337,4,3,1176,3604.95,2025-08-29 17:52:16
1338,6,2,1176,3604.95,2025-08-29 17:56:16
1339,1,3,1177,1493.61,2025-03-25 02:19:31
1340,3,2,1177,1493.61,2025-03-25 02:23:31
1341,3,2,1178,5179.62,2025-03-25 00:18:13
1342,2,2,1179,10008.03,2025-09-01 17:50:12
1343,6,2,1180,2614.92,2025-10-25 17:07:24
1344,1,2,1181,690.62,2025-06-03 22:31:10
1345,10,2,1182,1822.04,2025-06-22 09:46:23
1346,3,2,1183,1253.80,2025-07-12 13:27:06
1347,5,2,1184,2519.17,2025-06-20 23:09:43
1348,6,2,1185,1179.86,2025-03-06 01:43:05
1349,10,2,1186,1019.76,2025-04-04 14:25:03
1350,7,2,1187,1101.85,2025-11-22 05:46:56
1351,7,2,1188,4075.28,2025-05-29 11:59:33
1352,3,2,1189,1914.50,2025-10-18 18:42:00
1353,7,2,1190,1224.18,2025-02-14 03:35:03
1354,8,2,1191,8163.78,2025-02-25 15:19:51
1355,2,3,1192,747.49,2025-03-14 13:25:26
1356,3,2,1192,747.49,2025-03-14 13:29:26
1357,1,2,1193,426.19,2025-12-23 11:40:10
1358,6,2,1194,1082.51,2025-01-13 07:32:10
1359,4,2,1195,2629.87,2025-12-20 14:37:06
1360,5,2,1196,2607.32,2025-12-06 17:11:47
1361,1,2,1197,1426.47,2025-02-22 18:19:09
1362,4,2,1198,2305.37,2025-05-23 20:33:23
1363,9,3,1199,1352.84,2025-08-30 09:07:25
1364,8,2,1199,1352.84,2025-08-30 09:11:25
1365,9,2,1200,368.45,2025-03-13 14:46:44
1366,1,2,1201,2139.75,2025-01-16 14:46:35
1367,2,2,1202,834.32,2025-07-20 08:46:28
1368,5,2,1203,798.46,2025-02-25 18:22:50
1369,8,2,1204,2973.20,2025-12-13 05:42:10
1370,7,2,1205,781.50,2025-07-31 20:33:14
1371,6,3,1206,937.83,2025-01-25 20:12:13
1372,10,2,1206,937.83,2025-01-25 20:16:13
1373,6,2,1207,336.28,2025-01-28 09:29:56
1374,8,2,1208,11244.20,2025-05-31 21:39:00
1375,6,2,1209,2076.04,2025-04-16 13:44:19
1376,1,2,1210,2585.27,2025-12-16 05:06:31
1377,4,2,1211,3364.29,2025-01-25 23:29:39
1378,9,2,1212,589.43,2025-11-07 22:30:38
1379,10,2,1213,22879.50,2025-10-30 06:37:09
1380,9,3,1214,493.39,2025-01-29 06:13:31
1381,8,2,1214,493.39,2025-01-29 06:17:31
1382,1,2,1215,804.50,2025-11-02 05:28:18
1383,5,2,1216,3450.51,2025-07-16 13:05:24
1384,1,2,1217,496.94,2025-11-11 22:34:13
1385,9,2,1218,1197.71,2025-03-28 09:33:47
1386,1,2,1219,5299.97,2025-11-18 10:53:41
1387,4,2,1220,1130.44,2025-02-11 02:13:39
1388,6,3,1221,1873.70,2025-06-06 20:22:49
1389,8,2,1221,1873.70,2025-06-06 20:26:49
1390,1,2,1222,1451.93,2025-08-08 07:42:04
1391,3,2,1223,1113.05,2025-12-09 20:46:31
1392,9,2,1224,4249.16,2025-07-15 18:45:16
1393,1,2,1225,3686.09,2025-04-30 02:55:39
1394,8,2,1226,1202.46,2025-10-19 06:52:48
1395,8,2,1227,1003.35,2025-01-24 17:18:23
1396,5,2,1228,2069.17,2025-09-21 17:46:04
1397,3,2,1229,795.35,2025-03-06 18:54:18
1398,7,2,1230,420.16,2025-02-18 20:51:18
1399,2,2,1231,1308.31,2025-11-28 13:12:49
1400,1,2,1232,947.70,2025-10-29 02:13:57
1401,2,3,1233,829.45,2025-11-03 03:48:33
1402,1,2,1233,829.45,2025-11-03 03:52:33
1403,10,2,1234,1014.82,2025-07-11 06:04:46
1404,10,3,1235,629.24,2025-06-23 10:34:50
1405,5,2,1235,629.24,2025-06-23 10:38:50
1406,1,2,1236,900.83,2025-09-21 23:46:53
1407,1,2,1237,768.87,2025-02-21 22:42:32
1408,5,2,1238,924.22,2025-10-28 19:24:34
1409,1,3,1239,3054.03,2025-07-28 22:15:06
1410,5,2,1239,3054.03,2025-07-28 22:19:06
1411,5,2,1240,761.06,2025-05-21 17:36:14
1412,4,2,1241,2487.54,2025-05-12 17:12:42
1413,9,3,1242,1383.72,2025-10-13 04:40:24
1414,10,2,1242,1383.72,2025-10-13 04:44:24
1415,8,2,1243,5243.20,2025-03-02 08:32:56
1416,2,2,1244,2343.23,2025-05-20 11:46:05
1417,2,2,1245,2269.18,2025-12-06 04:19:12
1418,2,2,1246,1210.53,2025-05-05 00:09:31
1419,5,2,1247,1537.16,2025-10-26 01:50:07
1420,8,2,1248,988.18,2025-04-18 12:57:57
1421,1,2,1249,2179.76,2025-07-14 21:12:08
1422,7,2,1250,1823.87,2025-07-22 17:40:09
1423,2,2,1251,954.58,2025-03-14 13:56:22
1424,9,2,1252,10959.96,2025-01-21 12:42:56
1425,7,2,1253,1419.09,2025-08-10 23:30:10
1426,8,2,1254,1283.90,2025-06-24 12:42:56
1427,2,2,1255,408.90,2025-11-28 14:14:30
1428,10,2,1256,14895.52,2025-12-31 17:03:57
1429,9,2,1257,1938.48,2025-03-06 22:10:40
1430,5,2,1258,1417.88,2025-09-11 08:10:49
1431,6,2,1259,659.01,2025-02-12 05:07:36
1432,2,2,1260,560.39,2025-06-29 10:01:36
1433,8,2,1261,1118.60,2025-02-16 08:43:40
1434,1,2,1262,1354.20,2025-06-08 03:33:27
1435,8,2,1263,3015.52,2025-03-10 07:45:51
1436,1,2,1264,1028.08,2025-04-12 22:53:22
1437,2,2,1265,5726.08,2025-10-10 17:37:07
1438,4,2,1266,2948.98,2025-12-30 12:46:00
1439,7,2,1267,3606.48,2025-07-18 18:38:29
1440,3,2,1268,1883.78,2025-08-10 16:56:50
1441,3,3,1269,851.90,2025-08-23 03:39:37
1442,10,2,1269,851.90,2025-08-23 03:43:37
1443,8,2,1270,1497.97,2025-02-18 03:20:13
1444,5,2,1271,898.70,2025-08-26 01:38:46
1445,7,2,1272,3918.02,2025-10-14 04:53:01
1446,10,2,1273,972.11,2025-01-06 10:16:30
1447,10,2,1274,13021.56,2025-10-19 02:55:49
1448,10,2,1275,18929.16,2025-07-10 16:12:51
1449,3,2,1276,816.23,2025-07-17 00:48:40
1450,4,2,1277,8009.61,2025-08-08 15:41:23
1451,10,2,1278,1307.80,2025-01-17 16:35:01
1452,10,2,1279,2574.91,2025-09-05 11:34:24
1453,8,2,1280,1143.07,2025-11-27 20:42:04
1454,3,2,1281,1656.08,2025-03-08 13:42:16
1455,3,3,1282,2645.57,2025-07-25 06:31:15
1456,4,2,1282,2645.57,2025-07-25 06:35:15
1457,5,3,1283,977.04,2025-11-08 18:48:29
1458,7,2,1283,977.04,2025-11-08 18:52:29
1459,7,2,1284,1237.84,2025-05-16 05:13:51
1460,5,2,1285,817.68,2025-12-13 12:55:18
1461,5,2,1286,1923.33,2025-03-08 03:27:17
1462,6,2,1287,1012.68,2025-11-21 03:43:20
1463,8,3,1288,1918.04,2025-12-14 19:46:19
1464,6,2,1288,1918.04,2025-12-14 19:50:19
1465,9,2,1289,2248.47,2025-05-18 12:47:53
1466,3,2,1290,14553.73,2025-08-24 13:11:14
1467,3,2,1291,3182.73,2025-12-28 10:17:34
1468,9,2,1292,669.51,2025-01-14 01:24:14
1469,10,2,1293,231.23,2025-07-14 15:06:17
1470,1,2,1294,679.04,2025-08-28 08:51:02
1471,3,2,1295,38891.09,2025-02-25 03:27:28
1472,8,2,1296,671.60,2025-09-04 09:00:24
1473,6,2,1297,6684.51,2025-09-02 07:59:04
1474,8,2,1298,1974.32,2025-04-05 19:17:07
1475,2,2,1299,2953.55,2025-05-23 04:36:09
1476,2,2,1300,8266.48,2025-03-12 13:28:50
1477,6,3,1301,791.71,2025-01-22 10:25:09
1478,10,2,1301,791.71,2025-01-22 10:29:09
1479,5,2,1302,1820.96,2025-09-18 22:56:41
1480,5,2,1303,1599.32,2025-05-31 20:17:12
1481,1,2,1304,676.37,2025-10-23 05:36:03
1482,5,2,1305,506.86,2025-07-07 03:50:11
1483,7,3,1306,1117.44,2025-08-08 17:57:06
1484,9,2,1306,1117.44,2025-08-08 18:01:06
1485,1,2,1307,646.23,2025-03-21 08:41:51
1486,7,2,1308,1631.09,2025-08-27 16:41:31
1487,10,2,1309,1746.38,2025-04-04 16:25:32
1488,3,2,1310,372.82,2025-07-31 00:59:10
1489,5,2,1311,3183.18,2025-10-31 09:09:34
1490,2,2,1312,1152.97,2025-11-25 04:53:01
1491,5,2,1313,21783.93,2025-12-31 14:22:42
1492,4,2,1314,1463.95,2025-07-28 01:35:41
1493,4,2,1315,1063.23,2025-09-30 10:43:23
1494,2,2,1316,1033.20,2025-04-11 17:50:38
1495,4,2,1317,1259.59,2025-08-18 20:58:47
1496,7,3,1318,4266.19,2025-07-01 18:35:58
1497,3,2,1318,4266.19,2025-07-01 18:39:58
1498,8,2,1319,2421.89,2025-10-31 03:06:56
1499,3,2,1320,2437.96,2025-07-10 07:23:36
1500,2,3,1321,932.24,2025-09-04 09:21:39
1501,6,2,1321,932.24,2025-09-04 09:25:39
1502,3,2,1322,1556.70,2025-09-13 12:08:10
1503,3,2,1323,830.82,2025-12-26 14:39:16
1504,8,2,1324,4406.58,2025-05-23 13:00:40
1505,5,2,1325,572.81,2025-10-30 13:10:39
1506,4,2,1326,503.10,2025-01-19 16:53:18
1507,2,2,1327,1266.88,2025-02-01 07:49:34
1508,7,3,1328,3859.21,2025-08-20 09:18:26
1509,3,2,1328,3859.21,2025-08-20 09:22:26
1510,5,2,1329,1177.72,2025-03-18 20:16:47
1511,1,2,1330,811.19,2025-09-13 22:17:05
1512,9,2,1331,887.88,2025-11-06 11:34:17
1513,8,2,1332,900.23,2025-05-29 13:06:36
1514,4,2,1333,1486.75,2025-11-21 19:31:26
1515,6,2,1334,2860.15,2025-08-02 17:31:47
1516,7,2,1335,866.76,2025-06-06 12:02:27
1517,9,2,1336,492.15,2025-07-14 13:40:50
1518,5,2,1337,619.83,2025-06-29 12:07:30
1519,3,2,1338,2302.59,2025-09-11 11:06:05
1520,9,2,1339,2007.37,2025-06-27 19:39:44
1521,6,2,1340,3964.64,2025-07-22 06:11:30
1522,7,2,1341,2738.86,2025-06-27 02:04:58
1523,10,2,1342,2119.19,2025-09-13 09:26:16
1524,10,2,1343,2129.56,2025-01-23 20:21:40
1525,1,2,1344,2170.08,2025-07-14 18:56:27
1526,3,2,1345,657.04,2025-06-30 02:14:43
1527,4,2,1346,663.83,2025-02-21 05:58:58
1528,6,2,1347,3921.66,2025-03-19 19:06:11
1529,5,2,1348,3254.50,2025-06-28 14:07:49
1530,3,2,1349,1047.10,2025-11-11 15:21:40
1531,7,2,1350,10053.27,2025-04-28 05:49:12
1532,2,2,1351,1185.39,2025-06-01 11:16:31
1533,6,2,1352,1774.64,2025-10-02 23:20:37
1534,7,2,1353,4189.55,2025-04-24 14:47:04
1535,5,2,1354,647.53,2025-11-17 23:44:27
1536,1,2,1355,1441.48,2025-11-17 15:56:38
1537,7,2,1356,4138.24,2025-07-09 09:34:01
1538,1,2,1357,1200.46,2025-09-15 02:44:04
1539,9,3,1358,2918.46,2025-06-16 00:54:35
1540,4,2,1358,2918.46,2025-06-16 00:58:35
1541,5,2,1359,1147.67,2025-03-20 02:09:04
1542,4,2,1360,2878.51,2025-11-26 20:12:50
1543,7,2,1361,470.74,2025-11-18 03:57:32
1544,5,2,1362,2675.38,2025-01-04 00:40:08
1545,2,2,1363,864.92,2025-05-24 07:46:30
1546,3,2,1364,11001.50,2025-01-12 05:14:28
1547,4,2,1365,417.31,2025-04-23 05:05:02
1548,7,2,1366,4247.69,2025-11-08 01:19:37
1549,7,2,1367,745.90,2025-05-21 00:29:08
1550,5,2,1368,10140.46,2025-04-11 20:40:14
1551,5,2,1369,2238.50,2025-04-17 01:44:14
1552,2,2,1370,1004.90,2025-11-08 23:52:41
1553,7,2,1371,1232.35,2025-09-22 06:29:15
1554,8,2,1372,1061.96,2025-08-29 01:00:36
1555,8,2,1373,1524.10,2025-05-12 15:23:40
1556,5,2,1374,2795.79,2025-06-04 16:26:43
1557,1,2,1375,1271.22,2025-09-07 23:40:06
1558,9,2,1376,764.97,2025-12-21 09:23:22
1559,3,2,1377,1870.86,2025-02-28 18:57:36
1560,2,2,1378,2608.29,2025-05-14 03:14:27
1561,10,2,1379,1335.23,2025-05-01 14:28:47
1562,8,2,1380,6088.72,2025-03-06 12:24:52
1563,5,2,1381,819.32,2025-05-22 15:04:58
1564,7,2,1382,5814.72,2025-01-15 17:34:47
1565,1,2,1383,5511.54,2025-06-29 10:30:29
1566,3,2,1384,961.34,2025-11-28 20:35:11
1567,9,2,1385,2280.78,2025-01-14 01:04:16
1568,6,3,1386,15464.54,2025-03-21 20:01:15
1569,4,2,1386,15464.54,2025-03-21 20:05:15
1570,10,2,1387,2813.76,2025-05-26 08:39:33
1571,7,2,1388,938.11,2025-06-25 22:56:54
1572,6,2,1389,2181.28,2025-06-19 13:18:33
1573,8,2,1390,403.11,2025-03-07 02:30:26
1574,5,2,1391,15182.10,2025-12-28 22:17:32
1575,4,2,1392,2268.82,2025-11-23 13:49:52
1576,4,2,1393,1512.48,2025-04-29 02:33:09
1577,7,2,1394,1187.83,2025-12-27 12:20:56
1578,7,2,1395,1507.66,2025-06-20 16:12:14
1579,6,2,1396,1730.48,2025-04-23 07:06:15
1580,10,2,1397,1216.11,2025-02-16 08:35:13
1581,4,2,1398,993.54,2025-12-03 20:48:33
1582,2,3,1399,8187.01,2025-02-22 23:03:55
1583,3,2,1399,8187.01,2025-02-22 23:07:55
1584,2,2,1400,438.43,2025-12-21 21:57:47
1585,5,2,1401,649.17,2025-05-03 07:39:55
1586,4,2,1402,906.76,2025-07-09 10:43:57
1587,7,3,1403,8232.76,2025-11-06 17:47:56
1588,4,2,1403,8232.76,2025-11-06 17:51:56
1589,6,2,1404,1041.57,2025-08-10 04:43:02
1590,6,2,1405,749.54,2025-03-11 08:30:21
1591,10,2,1406,1869.58,2025-10-10 04:37:32
1592,8,2,1407,1323.75,2025-04-04 11:28:02
1593,5,3,1408,4743.39,2025-01-31 08:36:30
1594,1,2,1408,4743.39,2025-01-31 08:40:30
1595,4,2,1409,993.63,2025-05-31 06:14:48
1596,10,3,1410,505.04,2025-09-04 09:32:50
1597,6,2,1410,505.04,2025-09-04 09:36:50
1598,8,2,1411,369.33,2025-01-23 14:01:04
1599,8,2,1412,28708.64,2025-02-12 06:44:54
1600,4,3,1413,1701.18,2025-03-13 18:23:23
1601,8,2,1413,1701.18,2025-03-13 18:27:23
1602,3,2,1414,18834.31,2025-04-22 09:33:54
1603,6,2,1415,2127.00,2025-04-26 19:26:38
1604,4,2,1416,2611.43,2025-05-15 23:39:09
1605,5,2,1417,897.91,2025-09-12 00:11:45
1606,9,3,1418,1574.42,2025-06-26 10:34:42
1607,7,2,1418,1574.42,2025-06-26 10:38:42
1608,5,2,1419,1470.25,2025-02-17 21:49:10
1609,8,3,1420,896.50,2025-12-31 05:50:51
1610,3,2,1420,896.50,2025-12-31 05:54:51
1611,6,2,1421,1579.74,2025-05-08 12:52:26
1612,6,2,1422,1110.87,2025-11-12 10:57:26
1613,7,2,1423,1311.46,2025-10-24 19:46:50
1614,5,2,1424,1155.81,2025-06-30 15:14:16
1615,7,2,1425,1593.66,2025-09-28 08:52:36
1616,9,2,1426,222.00,2025-04-10 09:55:47
1617,9,2,1427,2814.10,2025-05-10 08:12:32
1618,10,2,1428,2708.71,2025-01-16 20:48:29
1619,5,2,1429,1630.40,2025-05-24 11:58:33
1620,10,2,1430,1258.54,2025-02-16 10:47:24
1621,1,2,1431,1487.39,2025-04-28 09:10:27
1622,10,3,1432,1283.43,2025-08-24 04:17:53
1623,3,2,1432,1283.43,2025-08-24 04:21:53
1624,5,2,1433,1533.20,2025-06-01 21:26:23
1625,7,2,1434,2073.69,2025-10-04 10:01:40
1626,9,2,1435,1947.15,2025-08-30 15:51:37
1627,7,2,1436,17261.22,2025-09-12 05:45:27
1628,3,2,1437,1615.32,2025-05-12 23:39:14
1629,1,3,1438,3148.01,2025-01-15 08:25:35
1630,4,2,1438,3148.01,2025-01-15 08:29:35
1631,6,2,1439,2513.22,2025-07-11 19:03:18
1632,4,2,1440,8984.46,2025-08-23 06:22:06
1633,4,2,1441,1393.26,2025-08-23 13:43:56
1634,7,3,1442,843.28,2025-07-29 16:19:33
1635,7,2,1442,843.28,2025-07-29 16:23:33
1636,3,2,1443,1200.23,2025-07-02 23:19:50
1637,9,2,1444,2048.88,2025-10-27 13:15:28
1638,8,2,1445,1307.84,2025-04-25 07:35:53
1639,9,2,1446,7535.11,2025-12-13 08:17:18
1640,10,2,1447,887.39,2025-07-22 13:41:03
1641,5,2,1448,1107.46,2025-08-06 12:06:59
1642,6,2,1449,6353.06,2025-01-08 16:12:23
1643,9,2,1450,409.04,2025-03-25 04:39:36
1644,5,3,1451,698.78,2025-08-24 19:28:02
1645,9,2,1451,698.78,2025-08-24 19:32:02
1646,9,3,1452,296.71,2025-08-11 22:46:29
1647,5,2,1452,296.71,2025-08-11 22:50:29
1648,1,2,1453,606.25,2025-08-02 05:48:53
1649,1,2,1454,637.80,2025-02-11 22:10:36
1650,5,2,1455,13589.99,2025-03-25 06:52:10
1651,1,2,1456,2853.85,2025-03-18 14:37:53
1652,2,2,1457,1801.39,2025-03-12 12:48:09
1653,5,2,1458,568.68,2025-02-24 13:42:54
1654,2,2,1459,3556.48,2025-10-18 23:30:01
1655,5,3,1460,2693.13,2025-04-19 13:55:10
1656,2,2,1460,2693.13,2025-04-19 13:59:10
1657,10,2,1461,1971.80,2025-03-06 21:23:55
1658,8,2,1462,1036.56,2025-03-31 13:42:44
1659,3,2,1463,1291.98,2025-10-11 07:21:14
1660,4,2,1464,772.17,2025-02-16 03:04:56
1661,4,3,1465,5260.38,2025-12-22 17:54:46
1662,7,2,1465,5260.38,2025-12-22 17:58:46
1663,7,2,1466,1791.65,2025-02-17 16:54:47
1664,2,2,1467,3842.26,2025-10-23 14:05:01
1665,8,2,1468,5002.62,2025-04-17 08:31:03
1666,8,2,1469,958.33,2025-12-17 14:28:56
1667,6,2,1470,570.79,2025-04-07 18:20:25
1668,3,2,1471,1265.02,2025-12-07 09:21:38
1669,7,2,1472,1707.29,2025-01-21 03:25:01
1670,6,2,1473,4866.04,2025-09-15 06:39:29
1671,2,2,1474,1188.00,2025-09-01 03:04:55
1672,7,2,1475,2736.68,2025-07-19 13:17:49
1673,8,3,1476,561.82,2025-09-02 20:11:06
1674,8,2,1476,561.82,2025-09-02 20:15:06
1675,8,2,1477,1017.92,2025-08-23 22:32:21
1676,9,3,1478,2683.78,2025-07-06 19:40:30
1677,2,2,1478,2683.78,2025-07-06 19:44:30
1678,2,2,1479,1925.77,2025-03-10 05:30:46
1679,3,2,1480,2681.35,2025-04-17 14:33:42
1680,4,2,1481,23440.12,2025-04-13 06:05:31
1681,5,2,1482,1336.44,2025-09-18 09:20:49
1682,6,2,1483,2097.06,2025-02-09 07:04:30
1683,9,2,1484,1823.08,2025-06-12 02:43:53
1684,7,3,1485,1746.31,2025-12-23 01:32:32
1685,8,2,1485,1746.31,2025-12-23 01:36:32
1686,9,3,1486,1684.09,2025-03-29 17:01:42
1687,2,2,1486,1684.09,2025-03-29 17:05:42
1688,5,2,1487,428.74,2025-07-19 03:39:17
1689,4,2,1488,15640.68,2025-04-11 10:03:07
1690,9,2,1489,7960.20,2025-06-29 01:55:00
1691,5,2,1490,2002.62,2025-06-17 11:32:03
1692,7,3,1491,1437.02,2025-12-17 14:42:06
1693,1,2,1491,1437.02,2025-12-17 14:46:06
1694,3,2,1492,2942.16,2025-01-29 13:57:44
1695,1,2,1493,6434.58,2025-11-20 15:21:00
1696,7,2,1494,579.23,2025-05-16 21:42:53
1697,9,3,1495,710.09,2025-01-08 13:30:51
1698,5,2,1495,710.09,2025-01-08 13:34:51
1699,6,2,1496,1855.05,2025-11-29 20:17:26
1700,9,3,1497,371.87,2025-01-22 08:05:24
1701,8,2,1497,371.87,2025-01-22 08:09:24
1702,5,3,1498,772.72,2025-01-21 09:32:17
1703,7,2,1498,772.72,2025-01-21 09:36:17
1704,8,2,1499,422.09,2025-05-28 05:05:55
1705,5,2,1500,1285.34,2025-08-19 07:42:28
1706,8,3,1501,2064.95,2025-02-16 18:09:35
1707,3,2,1501,2064.95,2025-02-16 18:13:35
1708,7,2,1502,1224.37,2025-05-27 08:44:12
1709,10,2,1503,2173.89,2025-09-27 17:29:32
1710,5,2,1504,4049.51,2025-04-13 02:06:24
1711,9,3,1505,525.00,2025-04-29 00:19:32
1712,10,2,1505,525.00,2025-04-29 00:23:32
1713,9,2,1506,1054.69,2025-09-10 05:39:13
1714,2,2,1507,3848.84,2025-05-14 19:47:52
1715,4,2,1508,2126.78,2025-04-23 20:27:01
1716,3,2,1509,734.22,2025-01-06 03:05:13
1717,10,2,1510,1370.92,2025-12-16 08:29:22
1718,5,2,1511,912.63,2025-05-31 19:21:52
1719,2,2,1512,890.70,2025-04-19 20:12:04
1720,7,2,1513,811.03,2025-09-22 08:59:04
1721,4,2,1514,2689.37,2025-03-08 18:57:34
1722,5,2,1515,2584.90,2025-04-09 02:48:49
1723,3,2,1516,1480.16,2025-09-13 11:45:19
1724,5,3,1517,1885.04,2025-12-14 06:32:08
1725,4,2,1517,1885.04,2025-12-14 06:36:08
1726,10,2,1518,1532.29,2025-07-14 08:25:31
1727,7,2,1519,13011.31,2025-09-13 02:38:52
1728,7,2,1520,413.77,2025-12-11 20:04:39
1729,10,2,1521,1076.27,2025-02-21 08:40:11
1730,2,2,1522,2003.06,2025-07-30 03:41:39
1731,4,2,1523,514.86,2025-07-21 15:07:18
1732,9,2,1524,2145.59,2025-07-18 03:26:20
1733,8,2,1525,2643.49,2025-03-28 18:14:58
1734,9,2,1526,1726.58,2025-09-20 13:41:53
1735,2,2,1527,1867.00,2025-03-29 11:40:52
1736,8,2,1528,716.89,2025-05-27 18:38:21
1737,4,3,1529,1026.70,2025-01-20 07:17:12
1738,2,2,1529,1026.70,2025-01-20 07:21:12
1739,9,2,1530,741.16,2025-12-03 06:26:15
