order_id,customer_id,order_ts,total_amount,discount_code_id
1590,66,2025-11-08 09:47:31+02:00,4403.91,
1591,902,2025-07-14 03:32:04+02:00,491.19,
1592,873,2025-03-15 21:39:07+02:00,1418.57,
1593,772,2025-09-16 01:21:32+02:00,2796.35,
1594,651,2025-11-06 02:16:41+02:00,646.56,13
1595,743,2025-09-04 08:30:33+02:00,1890.96,
1596,407,2025-04-19 18:08:49+02:00,1262.94,17
1597,364,2025-04-17 03:22:23+02:00,2246.38,13
1598,870,2025-01-04 12:19:07+02:00,1340.24,13
1599,723,2025-01-14 02:09:28+02:00,1593.48,
1600,81,2025-02-14 16:33:27+02:00,432.63,18
1601,904,2025-10-29 04:20:58+02:00,868.60,
1602,946,2025-06-17 18:38:10+02:00,1625.20,
1603,852,2025-03-13 09:11:42+02:00,1646.84,
1604,110,2025-08-26 17:21:20+02:00,1918.32,
1605,517,2025-07-05 14:26:15+02:00,1482.97,25
1606,525,2025-10-17 23:02:48+02:00,1529.98,18
1607,935,2025-06-02 17:34:18+02:00,1049.51,20
1608,832,2025-03-04 14:27:06+02:00,1697.78,
1609,392,2025-09-18 21:44:01+02:00,3051.80,
1610,697,2025-08-15 19:41:44+02:00,1111.10,26
1611,192,2025-07-05 07:03:12+02:00,3001.73,
1612,155,2025-10-06 22:18:34+02:00,2900.72,
1613,102,2025-09-12 05:44:48+02:00,11492.69,14
1614,666,2025-09-04 12:35:15+02:00,1440.95,
1615,509,2025-09-10 00:24:51+02:00,1681.50,
1616,607,2025-08-26 14:29:43+02:00,4915.28,
1617,167,2025-01-02 18:40:35+02:00,2396.78,
1618,134,2025-11-28 23:39:46+02:00,3988.66,19
1619,440,2025-05-20 14:46:59+02:00,17191.32,18
1620,729,2025-02-07 01:03:00+02:00,1351.84,
1621,300,2025-08-01 12:46:14+02:00,532.43,24
1622,304,2025-09-11 20:38:02+02:00,681.32,
1623,991,2025-03-19 02:09:15+02:00,3389.78,13
1624,411,2025-04-30 22:01:25+02:00,1174.92,
1625,473,2025-03-31 17:55:36+02:00,1907.35,
1626,326,2025-01-10 20:47:07+02:00,1128.10,
1627,944,2025-05-19 07:29:38+02:00,1551.14,12
1628,32,2025-07-09 23:39:50+02:00,463.22,
1629,560,2025-10-08 08:36:24+02:00,1008.65,
1630,194,2025-07-17 05:06:54+02:00,730.96,
1631,700,2025-12-23 11:57:08+02:00,20113.03,
1632,868,2025-12-07 10:01:04+02:00,2606.37,
1633,7,2025-11-27 06:37:25+02:00,652.18,25
1634,143,2025-09-12 19:42:05+02:00,638.74,13
1635,733,2025-05-23 07:58:38+02:00,4762.74,
1636,779,2025-07-28 14:02:38+02:00,1723.14,
1637,746,2025-03-15 00:55:40+02:00,7007.88,
1638,210,2025-11-15 15:19:00+02:00,16217.23,
1639,438,2025-02-05 08:03:16+02:00,3917.41,
1640,53,2025-02-24 20:23:00+02:00,783.19,
1641,773,2025-07-23 22:20:50+02:00,1718.57,
1642,348,2025-02-15 08:57:35+02:00,685.28,
1643,878,2025-07-12 17:25:00+02:00,778.66,
1644,203,2025-10-31 16:36:48+02:00,308.65,
1645,900,2025-03-23 23:22:54+02:00,9560.67,
1646,802,2025-10-29 00:17:55+02:00,1449.30,
1647,108,2025-11-22 02:53:46+02:00,1099.59,
1648,876,2025-08-05 20:27:15+02:00,433.63,
1649,843,2025-09-15 09:33:49+02:00,7962.95,
1650,943,2025-07-28 22:47:26+02:00,502.21,
1651,841,2025-05-05 00:01:39+02:00,611.01,
1652,205,2025-09-21 07:14:24+02:00,7681.19,
1653,446,2025-11-03 00:59:02+02:00,1091.24,
1654,796,2025-02-10 14:42:42+02:00,2041.38,20
1655,346,2025-10-25 21:06:40+02:00,2184.04,
1656,773,2025-02-04 04:17:36+02:00,4710.78,13
1657,146,2025-05-11 04:59:04+02:00,2304.18,
1658,298,2025-03-05 18:48:25+02:00,20054.44,
1659,206,2025-03-16 13:27:29+02:00,677.71,
1660,73,2025-06-25 08:59:59+02:00,6379.26,
1661,783,2025-10-09 02:19:46+02:00,17321.89,
1662,671,2025-03-14 18:56:11+02:00,20431.21,
1663,713,2025-09-09 06:09:56+02:00,1562.75,
1664,242,2025-08-05 17:42:35+02:00,715.34,
1665,226,2025-03-06 17:24:35+02:00,1040.32,
1666,810,2025-05-14 17:59:12+02:00,1257.71,
1667,297,2025-01-10 09:22:33+02:00,533.93,
1668,811,2025-02-10 06:31:30+02:00,630.38,14
1669,311,2025-12-16 03:54:07+02:00,932.38,
1670,291,2025-08-26 09:06:38+02:00,1538.36,26
1671,334,2025-12-24 15:44:39+02:00,813.71,
1672,520,2025-04-06 13:45:19+02:00,15102.15,
1673,274,2025-12-20 23:21:08+02:00,3081.25,
1674,558,2025-04-10 15:35:01+02:00,1382.98,
1675,507,2025-02-09 20:58:10+02:00,756.56,
1676,45,2025-12-25 22:57:50+02:00,1771.69,
1677,359,2025-06-15 15:28:12+02:00,938.00,
1678,579,2025-07-12 05:48:56+02:00,677.17,
1679,997,2025-07-18 03:25:46+02:00,9474.42,
1680,984,2025-08-22 19:38:01+02:00,1092.20,
1681,694,2025-07-28 08:11:23+02:00,10191.01,30
1682,771,2025-02-15 04:31:32+02:00,1229.50,29
1683,782,2025-05-03 17:53:04+02:00,3015.75,
1684,118,2025-08-21 17:38:25+02:00,2077.48,
1685,881,2025-08-14 04:08:27+02:00,644.65,
1686,216,2025-03-03 22:08:08+02:00,2537.17,
1687,516,2025-01-05 18:37:22+02:00,392.77,
1688,385,2025-02-04 01:04:28+02:00,868.03,
1689,916,2025-03-17 04:30:34+02:00,4162.43,
1690,681,2025-05-08 22:22:26+02:00,20856.63,
1691,927,2025-01-20 00:56:31+02:00,1678.46,
1692,5,2025-12-18 04:42:30+02:00,870.52,
1693,795,2025-05-17 12:22:24+02:00,811.06,15
1694,684,2025-06-03 00:41:56+02:00,1426.22,
1695,675,2025-12-18 00:23:43+02:00,964.57,
1696,191,2025-02-07 20:06:08+02:00,1373.72,
1697,11,2025-11-20 23:24:55+02:00,16358.74,15
1698,814,2025-10-05 05:19:37+02:00,1662.16,
1699,979,2025-08-09 01:56:38+02:00,1682.64,
1700,673,2025-12-12 11:30:46+02:00,1765.78,
1701,630,2025-04-17 09:10:26+02:00,453.59,
1702,388,2025-11-07 02:09:25+02:00,591.05,
1703,895,2025-10-17 02:05:23+02:00,1548.24,18
1704,978,2025-02-14 01:21:58+02:00,2126.52,
1705,667,2025-07-26 18:57:49+02:00,9550.94,11
1706,161,2025-01-09 14:14:51+02:00,362.03,15
1707,977,2025-08-08 13:02:07+02:00,1167.05,
1708,892,2025-12-02 02:35:00+02:00,1618.26,22
1709,495,2025-12-08 04:32:47+02:00,988.20,
1710,928,2025-07-17 18:27:15+02:00,441.79,
1711,996,2025-01-02 04:09:00+02:00,1442.63,
1712,507,2025-04-24 08:59:19+02:00,1409.27,30
1713,816,2025-06-08 04:20:32+02:00,773.97,12
1714,560,2025-08-26 07:02:13+02:00,1101.91,
1715,391,2025-07-08 12:29:08+02:00,17707.88,
1716,748,2025-04-10 15:53:27+02:00,2616.50,
1717,702,2025-11-28 15:10:16+02:00,4359.80,
1718,338,2025-09-10 01:33:03+02:00,374.49,28
1719,128,2025-03-07 12:59:00+02:00,2559.48,
1720,906,2025-07-28 23:15:10+02:00,2721.18,
1721,441,2025-05-30 14:06:07+02:00,1573.20,
1722,519,2025-09-01 04:07:24+02:00,2665.83,29
1723,127,2025-07-26 16:52:56+02:00,1118.61,30
1724,856,2025-01-23 18:05:45+02:00,1006.14,
1725,556,2025-01-03 12:06:11+02:00,1524.65,27
1726,485,2025-11-10 22:59:17+02:00,1548.01,
1727,609,2025-08-25 00:52:52+02:00,3088.21,23
1728,484,2025-04-29 06:28:35+02:00,1062.37,
1729,957,2025-10-20 19:34:33+02:00,3465.57,
1730,472,2025-02-15 11:18:42+02:00,2450.90,25
1731,711,2025-12-06 01:44:21+02:00,986.93,
1732,830,2025-08-22 07:27:41+02:00,861.78,
1733,522,2025-03-24 11:48:33+02:00,1988.69,30
1734,60,2025-07-30 09:13:12+02:00,2460.88,
1735,823,2025-08-09 08:25:31+02:00,803.16,
1736,908,2025-10-11 05:05:37+02:00,2225.09,
1737,55,2025-06-10 06:38:42+02:00,1604.12,
1738,910,2025-08-13 10:16:51+02:00,630.03,
1739,296,2025-12-27 18:38:21+02:00,722.86,
1740,800,2025-03-12 19:25:33+02:00,10047.24,23
1741,908,2025-04-04 13:40:34+02:00,1726.16,
1742,660,2025-08-10 03:42:14+02:00,4626.97,
1743,472,2025-11-06 02:03:11+02:00,999.87,
1744,94,2025-12-28 19:42:56+02:00,4732.76,23
1745,202,2025-10-03 11:34:12+02:00,2668.23,
1746,586,2025-12-05 08:01:13+02:00,1797.07,
1747,448,2025-09-29 15:09:37+02:00,6117.82,14
1748,802,2025-05-29 23:05:02+02:00,266.25,16
1749,352,2025-08-25 07:06:30+02:00,691.68,
1750,430,2025-04-26 01:46:27+02:00,1872.58,
1751,607,2025-01-09 11:33:42+02:00,1645.29,
1752,596,2025-05-01 08:30:09+02:00,433.99,
1753,266,2025-05-05 07:49:55+02:00,1654.00,
1754,905,2025-06-27 02:41:53+02:00,1156.64,
1755,821,2025-01-08 17:26:49+02:00,1148.47,13
1756,209,2025-08-07 22:16:56+02:00,3520.26,21
1757,787,2025-11-14 18:09:01+02:00,1354.28,
1758,354,2025-06-12 00:43:43+02:00,4854.51,
1759,801,2025-04-25 21:30:43+02:00,1916.13,
1760,24,2025-07-03 19:06:48+02:00,962.30,
1761,980,2025-05-04 12:34:52+02:00,899.41,
1762,213,2025-04-12 16:06:31+02:00,7793.38,
1763,91,2025-11-03 20:41:56+02:00,1406.98,
1764,842,2025-10-26 02:53:12+02:00,1747.74,26
1765,728,2025-05-03 06:58:33+02:00,3682.69,
1766,387,2025-02-04 06:49:18+02:00,1051.84,
1767,237,2025-11-13 17:08:39+02:00,647.87,
1768,222,2025-08-27 03:51:50+02:00,2729.50,29
1769,604,2025-05-01 23:50:59+02:00,1653.43,
1770,958,2025-06-19 06:04:22+02:00,14194.28,
1771,91,2025-04-21 23:22:58+02:00,2679.45,
1772,448,2025-04-07 05:10:17+02:00,1911.58,26
1773,806,2025-04-04 14:01:14+02:00,1467.58,
1774,967,2025-04-18 18:15:14+02:00,2751.90,
1775,591,2025-04-25 16:42:09+02:00,7465.62,13
1776,3,2025-01-13 04:06:48+02:00,487.17,
1777,809,2025-06-25 19:16:16+02:00,1799.96,11
1778,820,2025-09-17 06:00:23+02:00,14637.33,24
1779,480,2025-08-03 23:25:21+02:00,2448.69,
1780,473,2025-11-01 23:55:16+02:00,1292.25,
1781,344,2025-07-16 05:14:35+02:00,14199.81,14
1782,935,2025-07-19 15:03:17+02:00,1441.17,
1783,694,2025-11-22 00:57:18+02:00,3429.74,
1784,810,2025-06-11 23:36:43+02:00,5273.74,
1785,953,2025-10-11 04:52:37+02:00,1318.25,
1786,78,2025-03-26 05:15:01+02:00,858.21,
1787,760,2025-08-27 13:10:35+02:00,2969.02,
1788,11,2025-10-17 01:39:18+02:00,1623.48,
1789,903,2025-09-16 07:06:06+02:00,714.54,
1790,57,2025-10-20 00:25:56+02:00,273.88,
1791,948,2025-08-01 07:13:30+02:00,502.05,30
1792,257,2025-02-24 05:36:07+02:00,1603.95,
1793,450,2025-11-15 22:50:27+02:00,1680.87,
1794,908,2025-04-06 08:31:26+02:00,9810.57,
1795,205,2025-04-04 22:13:53+02:00,3695.94,
1796,944,2025-12-15 00:43:52+02:00,1543.78,
1797,892,2025-01-11 04:42:26+02:00,2750.84,16
1798,40,2025-11-18 12:54:38+02:00,683.19,22
1799,744,2025-09-28 00:03:37+02:00,5705.96,
1800,909,2025-05-30 07:44:19+02:00,1159.44,
1801,306,2025-07-18 19:13:19+02:00,3228.98,
1802,327,2025-01-06 22:02:54+02:00,343.80,
1803,687,2025-10-22 21:55:51+02:00,1623.88,
1804,230,2025-06-02 21:01:35+02:00,19032.54,
1805,510,2025-09-17 02:52:20+02:00,916.56,
1806,479,2025-06-04 11:23:27+02:00,3253.12,18
1807,172,2025-04-28 08:27:02+02:00,951.76,
1808,441,2025-09-07 09:16:37+02:00,2438.39,
1809,442,2025-11-19 15:08:23+02:00,253.64,28
1810,706,2025-06-26 03:35:09+02:00,1914.58,
1811,486,2025-11-03 05:17:15+02:00,39674.83,
1812,547,2025-09-09 23:16:58+02:00,733.01,
1813,45,2025-06-29 18:13:25+02:00,3772.95,
1814,225,2025-12-12 17:52:58+02:00,837.15,
1815,986,2025-02-10 05:08:50+02:00,1197.56,
1816,639,2025-06-11 21:47:25+02:00,620.12,
1817,879,2025-01-06 00:33:57+02:00,667.24,
1818,454,2025-12-27 00:13:11+02:00,497.10,25
1819,900,2025-11-28 01:48:09+02:00,1088.06,21
1820,751,2025-09-21 16:13:14+02:00,20016.81,
1821,143,2025-04-24 00:03:45+02:00,1402.45,
1822,352,2025-10-24 12:18:45+02:00,1017.99,28
1823,368,2025-12-20 14:24:49+02:00,507.92,
1824,855,2025-11-19 16:07:41+02:00,1867.18,
1825,335,2025-01-09 15:23:40+02:00,1563.59,
1826,629,2025-08-23 21:09:31+02:00,3736.52,
1827,16,2025-06-27 08:54:16+02:00,871.47,
1828,411,2025-12-05 11:12:11+02:00,1169.80,22
1829,786,2025-12-12 07:14:05+02:00,2005.18,
1830,195,2025-04-28 22:38:19+02:00,4062.02,
1831,133,2025-06-14 22:01:01+02:00,2637.69,
1832,814,2025-02-05 02:29:46+02:00,572.81,
1833,368,2025-12-13 19:18:02+02:00,939.01,
1834,890,2025-10-07 06:05:21+02:00,1317.98,
1835,448,2025-01-25 22:41:43+02:00,846.27,
1836,26,2025-11-28 23:43:25+02:00,4486.27,
1837,181,2025-12-08 03:03:16+02:00,23711.01,
1838,434,2025-09-26 01:31:03+02:00,1346.25,
1839,766,2025-07-23 09:54:07+02:00,18364.60,
1840,249,2025-07-12 03:40:06+02:00,652.50,
1841,120,2025-04-20 10:42:45+02:00,1644.71,
1842,545,2025-11-09 14:10:05+02:00,1384.48,
1843,611,2025-05-08 07:25:18+02:00,2715.54,
1844,996,2025-08-11 12:29:45+02:00,2963.66,13
1845,77,2025-05-29 19:27:05+02:00,4889.67,21
1846,882,2025-11-27 11:43:09+02:00,327.10,29
1847,547,2025-02-27 16:18:32+02:00,4544.93,
1848,162,2025-11-22 06:53:24+02:00,546.95,25
1849,267,2025-02-15 03:17:11+02:00,2238.08,
1850,975,2025-12-20 09:14:35+02:00,1524.84,
1851,331,2025-06-19 21:30:51+02:00,2588.20,18
1852,995,2025-08-12 04:20:51+02:00,548.45,
1853,891,2025-02-05 07:40:44+02:00,8250.42,
1854,394,2025-02-07 18:27:03+02:00,550.36,
1855,903,2025-03-26 03:42:40+02:00,15484.76,24
1856,457,2025-03-05 23:19:16+02:00,464.14,
1857,543,2025-04-18 02:45:27+02:00,2254.29,26
1858,684,2025-09-07 20:55:20+02:00,4002.00,24
1859,612,2025-02-14 17:07:16+02:00,11537.50,14
1860,458,2025-01-18 09:33:14+02:00,2381.32,
1861,488,2025-12-02 07:10:48+02:00,484.18,30
1862,992,2025-08-02 15:26:25+02:00,1093.92,22
1863,971,2025-02-19 01:56:42+02:00,1129.75,
1864,48,2025-04-19 21:27:33+02:00,4861.58,
1865,767,2025-02-01 01:43:59+02:00,18968.68,
1866,57,2025-11-25 11:56:57+02:00,16075.98,
1867,928,2025-11-12 12:03:56+02:00,21723.36,
1868,39,2025-11-08 06:51:39+02:00,855.29,
1869,603,2025-06-29 06:42:19+02:00,650.01,19
1870,576,2025-10-05 09:30:46+02:00,6344.20,
1871,560,2025-07-22 15:20:23+02:00,10894.81,
1872,790,2025-12-26 01:12:04+02:00,752.21,
1873,886,2025-04-06 01:28:09+02:00,525.77,
1874,39,2025-11-23 02:18:07+02:00,3946.34,
1875,184,2025-10-16 12:51:25+02:00,798.28,28
1876,415,2025-12-26 18:28:12+02:00,3261.27,18
1877,42,2025-03-02 11:56:55+02:00,1451.46,
1878,725,2025-02-07 08:11:00+02:00,9213.06,
1879,645,2025-03-12 16:17:50+02:00,1403.09,
1880,281,2025-01-07 04:17:52+02:00,2440.54,
1881,386,2025-06-02 02:38:01+02:00,14258.67,
1882,422,2025-12-08 02:43:12+02:00,3176.19,
1883,518,2025-08-07 06:47:23+02:00,648.02,
1884,270,2025-07-02 08:16:38+02:00,1330.00,
1885,318,2025-10-28 13:04:37+02:00,682.69,
1886,992,2025-01-12 01:23:46+02:00,869.39,
1887,200,2025-11-12 16:31:36+02:00,825.19,
1888,679,2025-03-14 04:29:44+02:00,605.85,30
1889,701,2025-03-07 21:39:39+02:00,729.74,
1890,938,2025-10-19 17:52:18+02:00,781.47,20
1891,107,2025-09-03 20:24:40+02:00,934.13,
1892,348,2025-05-26 05:21:05+02:00,2818.31,
1893,557,2025-07-12 14:06:36+02:00,5955.04,
1894,941,2025-06-04 11:21:12+02:00,881.59,14
1895,365,2025-09-17 02:28:47+02:00,668.01,
1896,316,2025-09-06 13:43:03+02:00,1401.48,
1897,789,2025-01-10 03:16:27+02:00,1164.92,23
1898,370,2025-07-02 04:53:17+02:00,2810.38,28
1899,581,2025-12-31 05:39:56+02:00,952.04,
1900,183,2025-06-23 03:09:33+02:00,1345.91,19
1901,258,2025-04-06 08:47:16+02:00,6891.32,15
1902,643,2025-01-31 00:53:12+02:00,501.22,
1903,575,2025-12-10 18:51:58+02:00,1307.98,
1904,817,2025-01-31 09:40:48+02:00,15076.18,29
1905,138,2025-11-06 00:29:34+02:00,662.78,17
1906,898,2025-11-18 14:09:44+02:00,1678.98,
1907,611,2025-06-26 05:36:47+02:00,16747.15,
1908,20,2025-11-22 16:20:45+02:00,12084.29,15
1909,214,2025-06-07 15:27:23+02:00,4337.98,
1910,328,2025-08-06 06:24:34+02:00,918.81,
1911,180,2025-08-11 13:01:12+02:00,3400.83,
1912,948,2025-04-06 00:25:17+02:00,878.54,
1913,475,2025-01-17 06:59:57+02:00,2315.79,
1914,655,2025-09-08 23:57:36+02:00,967.44,
1915,20,2025-07-14 00:26:32+02:00,1039.56,11
1916,958,2025-02-23 05:02:10+02:00,771.10,
1917,2,2025-07-08 12:01:00+02:00,902.05,
1918,710,2025-06-29 08:15:32+02:00,801.72,
1919,890,2025-11-13 09:57:20+02:00,3116.47,26
1920,949,2025-10-20 12:36:27+02:00,12393.21,
1921,791,2025-06-23 21:45:37+02:00,26024.37,14
1922,287,2025-12-20 23:14:19+02:00,1783.17,27
1923,886,2025-03-08 06:15:50+02:00,1828.34,
1924,790,2025-05-28 09:15:17+02:00,1452.12,
1925,370,2025-08-12 03:04:15+02:00,2065.55,14
1926,623,2025-07-07 11:15:35+02:00,739.93,
1927,770,2025-03-19 15:34:19+02:00,2264.08,
1928,321,2025-04-30 06:45:36+02:00,1845.88,
1929,720,2025-04-03 04:28:46+02:00,5650.04,
1930,354,2025-08-21 22:19:15+02:00,30971.34,
1931,540,2025-11-15 17:20:46+02:00,712.91,20
1932,566,2025-01-17 23:08:49+02:00,1977.16,18
1933,645,2025-05-14 03:55:23+02:00,262.13,
1934,122,2025-08-06 02:52:16+02:00,786.41,
1935,343,2025-06-03 12:01:32+02:00,791.94,12
1936,432,2025-12-25 03:35:51+02:00,1210.06,
1937,616,2025-05-02 03:21:31+02:00,18773.17,
1938,703,2025-05-29 12:06:16+02:00,15402.26,
1939,955,2025-09-18 21:33:57+02:00,867.09,
1940,364,2025-05-12 17:42:15+02:00,1555.63,12
1941,337,2025-05-30 13:00:02+02:00,4317.20,23
1942,574,2025-05-17 19:56:43+02:00,5221.65,15
1943,220,2025-11-06 15:54:00+02:00,4289.10,
1944,216,2025-08-04 11:02:20+02:00,2621.20,
1945,301,2025-02-05 04:07:08+02:00,975.60,
1946,706,2025-12-28 11:06:24+02:00,3159.43,
1947,463,2025-06-22 07:27:46+02:00,872.40,
1948,562,2025-01-02 07:58:20+02:00,1586.81,27
1949,466,2025-04-08 05:53:36+02:00,650.50,
1950,565,2025-01-08 12:55:58+02:00,400.59,
1951,183,2025-09-23 16:23:22+02:00,1302.48,
1952,70,2025-09-14 17:07:59+02:00,3078.92,
1953,605,2025-09-29 05:46:37+02:00,293.32,
1954,740,2025-02-24 02:00:57+02:00,1279.23,
1955,29,2025-10-13 07:11:50+02:00,2986.63,12
1956,902,2025-01-03 20:26:14+02:00,2415.54,
1957,328,2025-06-01 05:33:10+02:00,5203.08,
1958,136,2025-08-14 07:01:01+02:00,1725.21,
1959,671,2025-07-04 08:12:22+02:00,2258.88,
1960,443,2025-05-15 02:18:46+02:00,6765.56,
1961,858,2025-03-11 02:25:58+02:00,1138.93,
1962,50,2025-01-07 18:44:03+02:00,773.18,
1963,223,2025-01-09 12:24:15+02:00,603.39,
1964,200,2025-05-01 06:59:08+02:00,2356.79,
1965,299,2025-07-18 04:15:54+02:00,2081.39,
1966,245,2025-11-10 19:48:46+02:00,335.64,24
1967,965,2025-12-05 06:02:52+02:00,1724.56,16
1968,265,2025-09-26 03:27:20+02:00,7253.91,
1969,792,2025-09-17 04:35:58+02:00,28064.60,
1970,656,2025-05-17 10:34:00+02:00,38749.06,
1971,751,2025-08-30 22:29:30+02:00,4365.58,
1972,291,2025-09-13 08:21:24+02:00,670.09,
1973,895,2025-09-07 09:11:10+02:00,3149.54,16
1974,20,2025-12-08 10:26:24+02:00,172.05,30
1975,345,2025-07-20 12:30:16+02:00,2368.30,
1976,547,2025-03-25 23:48:45+02:00,2051.72,
1977,558,2025-02-06 04:34:20+02:00,6350.05,
1978,878,2025-11-09 07:35:32+02:00,1857.29,
1979,653,2025-06-13 01:19:34+02:00,829.38,
1980,543,2025-03-23 04:37:22+02:00,1544.31,
1981,545,2025-06-21 04:19:25+02:00,806.41,
1982,61,2025-04-05 04:46:08+02:00,10129.56,29
1983,653,2025-02-21 03:36:12+02:00,4556.98,
1984,854,2025-05-06 10:10:21+02:00,2458.74,18
1985,629,2025-04-30 01:32:35+02:00,4951.54,
1986,653,2025-07-19 15:39:43+02:00,18959.14,14
1987,170,2025-02-18 17:11:38+02:00,1657.62,
1988,476,2025-11-10 17:49:13+02:00,5254.61,
1989,710,2025-05-25 04:07:36+02:00,925.80,
1990,424,2025-09-14 19:41:44+02:00,806.25,
1991,907,2025-10-23 08:48:57+02:00,533.32,12
1992,244,2025-01-06 00:20:48+02:00,4638.22,
1993,445,2025-03-14 21:47:28+02:00,2766.16,
1994,334,2025-09-15 03:29:49+02:00,2118.80,
1995,522,2025-12-17 06:24:27+02:00,1482.36,
1996,319,2025-07-21 05:00:57+02:00,1143.40,
1997,865,2025-08-15 17:03:16+02:00,23999.06,
1998,910,2025-04-27 12:38:50+02:00,611.38,
1999,968,2025-08-19 15:01:49+02:00,1414.70,11
2000,223,2025-11-30 00:00:43+02:00,2230.21,
2001,637,2025-03-09 05:33:49+02:00,21837.06,24
2002,602,2025-02-17 20:22:32+02:00,2779.47,12
2003,514,2025-11-27 17:20:56+02:00,1568.34,30
2004,129,2025-02-08 12:17:48+02:00,1649.22,20
2005,121,2025-06-18 02:48:50+02:00,1041.31,
2006,346,2025-02-02 09:59:05+02:00,3678.88,
2007,134,2025-04-25 13:08:34+02:00,2171.76,
2008,978,2025-03-18 09:46:35+02:00,3223.69,17
2009,567,2025-11-26 19:57:20+02:00,7706.40,18
2010,263,2025-06-09 22:02:06+02:00,1267.29,11
2011,660,2025-11-27 10:31:23+02:00,423.55,
2012,983,2025-01-08 13:40:26+02:00,1157.28,
2013,814,2025-05-26 14:41:36+02:00,1500.86,
2014,612,2025-08-19 04:25:53+02:00,1129.18,
2015,496,2025-03-27 19:45:37+02:00,1181.10,29
2016,986,2025-12-03 00:48:23+02:00,1111.11,
2017,793,2025-09-09 12:01:49+02:00,3238.48,
2018,247,2025-07-14 01:59:45+02:00,1926.55,17
2019,236,2025-05-09 11:10:43+02:00,950.87,
2020,915,2025-08-30 20:11:27+02:00,1118.95,
2021,574,2025-06-15 14:18:10+02:00,681.88,
2022,374,2025-02-04 04:18:45+02:00,1555.63,
2023,76,2025-03-07 13:48:05+02:00,972.25,
2024,882,2025-02-04 10:18:59+02:00,1001.76,
2025,285,2025-09-03 10:28:52+02:00,1712.73,29
2026,319,2025-07-09 23:08:36+02:00,1007.60,
2027,827,2025-09-26 06:43:46+02:00,1145.22,15
2028,186,2025-01-01 08:29:47+02:00,2708.84,
2029,336,2025-08-29 14:39:43+02:00,745.07,28
2030,680,2025-02-27 12:41:08+02:00,979.85,26
2031,413,2025-02-08 15:34:07+02:00,3887.05,18
2032,245,2025-11-10 02:32:43+02:00,487.79,
2033,946,2025-12-06 03:25:22+02:00,578.44,11
2034,930,2025-01-21 20:59:08+02:00,584.34,
2035,981,2025-12-19 09:18:15+02:00,2073.09,
2036,687,2025-11-16 06:57:25+02:00,1435.95,
2037,746,2025-01-06 20:35:10+02:00,4364.95,
2038,249,2025-06-16 04:38:41+02:00,19562.56,
2039,962,2025-01-01 09:11:26+02:00,1107.67,25
2040,410,2025-06-05 13:57:07+02:00,1342.76,
2041,466,2025-01-05 14:08:30+02:00,29259.41,
2042,613,2025-09-26 04:00:34+02:00,2396.22,
2043,32,2025-08-26 17:11:45+02:00,1206.69,12
2044,931,2025-01-31 21:48:30+02:00,1025.51,
2045,141,2025-07-06 03:35:44+02:00,714.76,
2046,161,2025-04-29 06:25:10+02:00,2622.59,
2047,923,2025-10-25 12:42:18+02:00,1018.41,
2048,377,2025-10-29 04:27:47+02:00,921.57,
2049,373,2025-11-15 13:31:32+02:00,670.62,21
2050,762,2025-01-28 06:21:43+02:00,1827.22,
2051,863,2025-01-03 02:51:25+02:00,3069.98,
2052,269,2025-10-06 05:44:02+02:00,2820.71,
2053,765,2025-01-07 21:02:54+02:00,4435.21,
2054,902,2025-07-15 17:51:50+02:00,1031.66,29
2055,33,2025-07-31 03:02:53+02:00,1484.08,
2056,343,2025-01-23 20:10:58+02:00,2892.38,
2057,97,2025-03-22 21:13:33+02:00,739.65,
2058,532,2025-03-23 12:58:59+02:00,10429.64,
2059,931,2025-11-04 19:30:20+02:00,2060.02,
2060,792,2025-01-25 12:50:10+02:00,1525.00,
2061,726,2025-07-15 07:46:57+02:00,5718.70,
2062,918,2025-05-18 14:53:42+02:00,11931.15,24
2063,522,2025-12-23 23:27:37+02:00,523.88,11
2064,730,2025-03-28 20:05:21+02:00,900.51,
2065,701,2025-09-19 04:51:20+02:00,3053.77,
2066,394,2025-11-03 21:57:24+02:00,2557.29,
2067,635,2025-05-23 04:43:46+02:00,1756.24,
2068,19,2025-03-28 03:13:50+02:00,1095.09,
2069,642,2025-05-31 15:51:44+02:00,510.40,28
2070,611,2025-12-11 20:35:55+02:00,2178.77,
2071,936,2025-10-16 01:43:33+02:00,16423.72,
2072,10,2025-04-22 17:00:34+02:00,841.04,24
2073,538,2025-11-24 14:10:45+02:00,5517.37,
2074,551,2025-04-26 22:45:26+02:00,507.84,
2075,244,2025-08-22 03:03:00+02:00,967.85,16
2076,273,2025-11-23 18:37:31+02:00,4686.73,
2077,829,2025-03-07 03:06:08+02:00,18385.67,18
2078,790,2025-04-08 18:57:40+02:00,955.62,
2079,553,2025-11-06 03:25:17+02:00,1357.28,
2080,254,2025-04-10 04:12:18+02:00,27390.80,
2081,391,2025-04-26 02:33:47+02:00,13644.21,
2082,92,2025-09-30 08:07:12+02:00,807.03,
2083,739,2025-12-22 02:59:13+02:00,636.86,
2084,996,2025-08-14 01:02:51+02:00,1309.74,
2085,610,2025-01-14 12:35:39+02:00,1337.74,
2086,42,2025-08-06 04:09:51+02:00,6246.84,
2087,70,2025-12-23 09:52:54+02:00,1232.18,
2088,930,2025-07-02 12:06:37+02:00,1654.06,
