price_history_id,product_id,amount,valid_from,valid_to
476,187,71.43,2023-06-18 00:00:01,2023-10-18 00:00:01
477,187,53.46,2023-10-18 00:00:02,
478,188,61.58,2023-02-25 00:00:00,2023-08-08 00:00:00
479,188,50.01,2023-08-08 00:00:01,
480,189,80.53,2023-01-29 00:00:00,2023-04-12 00:00:00
481,189,72.12,2023-04-12 00:00:01,2023-06-10 00:00:01
482,189,87.0,2023-06-10 00:00:02,
483,190,5933.38,2023-02-14 00:00:00,2023-04-22 00:00:00
484,190,4911.8,2023-04-22 00:00:01,2023-06-28 00:00:01
485,190,4952.78,2023-06-28 00:00:02,
486,191,272.46,2023-04-08 00:00:00,2023-05-27 00:00:00
487,191,217.48,2023-05-27 00:00:01,
488,192,352.28,2023-03-01 00:00:00,2023-08-26 00:00:00
489,192,314.9,2023-08-26 00:00:01,2024-02-16 00:00:01
490,192,338.65,2024-02-16 00:00:02,2024-06-07 00:00:02
491,192,365.72,2024-06-07 00:00:03,
492,193,7693.07,2023-02-26 00:00:00,2023-07-19 00:00:00
493,193,9668.18,2023-07-19 00:00:01,
494,194,136.81,2023-02-15 00:00:00,
495,195,40.85,2023-01-05 00:00:00,2023-04-18 00:00:00
496,195,41.23,2023-04-18 00:00:01,2023-06-10 00:00:01
497,195,51.3,2023-06-10 00:00:02,2023-11-16 00:00:02
498,195,46.99,2023-11-16 00:00:03,
499,196,68.93,2023-02-27 00:00:00,
500,197,133.82,2023-02-11 00:00:00,2023-07-19 00:00:00
501,197,111.56,2023-07-19 00:00:01,
502,198,124.56,2023-02-13 00:00:00,
503,199,93.13,2023-01-06 00:00:00,2023-05-28 00:00:00
504,199,122.3,2023-05-28 00:00:01,
505,200,51.1,2023-02-16 00:00:00,2023-05-29 00:00:00
506,200,51.39,2023-05-29 00:00:01,
507,201,83.06,2023-03-22 00:00:00,
508,202,109.28,2023-03-13 00:00:00,
509,203,43.12,2023-02-12 00:00:00,2023-04-19 00:00:00
510,203,59.44,2023-04-19 00:00:01,
511,204,335.77,2023-01-17 00:00:00,2023-03-09 00:00:00
512,204,300.53,2023-03-09 00:00:01,2023-07-13 00:00:01
513,204,341.75,2023-07-13 00:00:02,2023-11-04 00:00:02
514,204,362.7,2023-11-04 00:00:03,
515,205,92.31,2023-03-24 00:00:00,
516,206,125.45,2023-02-16 00:00:00,
517,207,74.12,2023-04-09 00:00:00,2023-07-05 00:00:00
518,207,88.7,2023-07-05 00:00:01,2023-09-12 00:00:01
519,207,62.51,2023-09-12 00:00:02,
520,208,5119.77,2023-03-06 00:00:00,
521,209,299.28,2023-03-26 00:00:00,
522,210,116.81,2023-03-18 00:00:00,2023-05-28 00:00:00
523,210,107.66,2023-05-28 00:00:01,
524,211,403.48,2023-04-03 00:00:00,2023-08-16 00:00:00
525,211,391.93,2023-08-16 00:00:01,
526,212,1444.67,2023-03-20 00:00:00,2023-08-11 00:00:00
527,212,1414.15,2023-08-11 00:00:01,2023-11-10 00:00:01
528,212,1459.39,2023-11-10 00:00:02,2024-04-08 00:00:02
529,212,1815.77,2024-04-08 00:00:03,
530,213,228.6,2023-03-01 00:00:00,2023-07-06 00:00:00
531,213,207.55,2023-07-06 00:00:01,2023-11-20 00:00:01
532,213,244.15,2023-11-20 00:00:02,2024-02-09 00:00:02
533,213,231.12,2024-02-09 00:00:03,
534,214,509.14,2023-01-07 00:00:00,2023-05-12 00:00:00
535,214,493.2,2023-05-12 00:00:01,2023-07-07 00:00:01
536,214,522.07,2023-07-07 00:00:02,
537,215,136.44,2023-02-06 00:00:00,
538,216,20.51,2023-03-07 00:00:00,2023-07-26 00:00:00
539,216,20.0,2023-07-26 00:00:01,2023-10-20 00:00:01
540,216,26.55,2023-10-20 00:00:02,2024-02-16 00:00:02
541,216,27.57,2024-02-16 00:00:03,
542,217,265.64,2023-03-06 00:00:00,2023-07-12 00:00:00
543,217,331.61,2023-07-12 00:00:01,2023-11-14 00:00:01
544,217,249.76,2023-11-14 00:00:02,2024-03-04 00:00:02
545,217,324.83,2024-03-04 00:00:03,
546,218,40.0,2023-01-19 00:00:00,2023-05-02 00:00:00
547,218,53.79,2023-05-02 00:00:01,2023-09-29 00:00:01
548,218,49.88,2023-09-29 00:00:02,
549,219,592.66,2023-02-27 00:00:00,2023-04-18 00:00:00
550,219,463.69,2023-04-18 00:00:01,2023-07-12 00:00:01
551,219,640.16,2023-07-12 00:00:02,2023-12-29 00:00:02
552,219,662.92,2023-12-29 00:00:03,
553,220,50.84,2023-01-15 00:00:00,2023-04-15 00:00:00
554,220,42.52,2023-04-15 00:00:01,2023-05-27 00:00:01
555,220,41.42,2023-05-27 00:00:02,2023-10-21 00:00:02
556,220,38.34,2023-10-21 00:00:03,
557,221,471.05,2023-03-18 00:00:00,2023-08-26 00:00:00
558,221,477.95,2023-08-26 00:00:01,2023-10-31 00:00:01
559,221,427.72,2023-10-31 00:00:02,2023-11-30 00:00:02
560,221,484.99,2023-11-30 00:00:03,
561,222,111.21,2023-01-24 00:00:00,2023-03-16 00:00:00
562,222,105.59,2023-03-16 00:00:01,2023-07-16 00:00:01
563,222,87.42,2023-07-16 00:00:02,2023-12-27 00:00:02
564,222,106.41,2023-12-27 00:00:03,
565,223,467.04,2023-02-19 00:00:00,
566,224,167.01,2023-02-17 00:00:00,2023-03-23 00:00:00
567,224,174.27,2023-03-23 00:00:01,2023-05-09 00:00:01
568,224,173.41,2023-05-09 00:00:02,2023-07-04 00:00:02
569,224,203.37,2023-07-04 00:00:03,
570,225,195.99,2023-01-18 00:00:00,2023-07-06 00:00:00
571,225,222.57,2023-07-06 00:00:01,2023-09-18 00:00:01
572,225,267.0,2023-09-18 00:00:02,
573,226,113.02,2023-03-22 00:00:00,2023-05-25 00:00:00
574,226,107.18,2023-05-25 00:00:01,2023-10-19 00:00:01
575,226,105.9,2023-10-19 00:00:02,2024-01-08 00:00:02
576,226,106.24,2024-01-08 00:00:03,
577,227,154.78,2023-02-10 00:00:00,
578,228,133.97,2023-02-02 00:00:00,2023-04-21 00:00:00
579,228,149.43,2023-04-21 00:00:01,2023-06-02 00:00:01
580,228,185.36,2023-06-02 00:00:02,2023-09-24 00:00:02
581,228,148.63,2023-09-24 00:00:03,
582,229,210.51,2023-02-21 00:00:00,2023-06-29 00:00:00
583,229,180.84,2023-06-29 00:00:01,2023-09-14 00:00:01
584,229,192.38,2023-09-14 00:00:02,2024-02-18 00:00:02
585,229,182.92,2024-02-18 00:00:03,
586,230,68.78,2023-01-11 00:00:00,2023-03-02 00:00:00
587,230,61.63,2023-03-02 00:00:01,2023-05-17 00:00:01
588,230,64.4,2023-05-17 00:00:02,
589,231,170.32,2023-02-11 00:00:00,
590,232,137.7,2023-01-22 00:00:00,2023-05-21 00:00:00
591,232,125.83,2023-05-21 00:00:01,2023-09-18 00:00:01
592,232,134.03,2023-09-18 00:00:02,2024-02-06 00:00:02
593,232,117.39,2024-02-06 00:00:03,
594,233,107.91,2023-01-10 00:00:00,
595,234,165.2,2023-01-04 00:00:00,2023-05-26 00:00:00
596,234,157.34,2023-05-26 00:00:01,
597,235,1670.5,2023-02-16 00:00:00,2023-08-10 00:00:00
598,235,1437.05,2023-08-10 00:00:01,2023-10-18 00:00:01
599,235,1867.81,2023-10-18 00:00:02,
600,236,61.9,2023-02-26 00:00:00,2023-08-21 00:00:00
601,236,48.49,2023-08-21 00:00:01,2023-12-22 00:00:01
602,236,54.07,2023-12-22 00:00:02,
603,237,154.87,2023-01-15 00:00:00,2023-04-02 00:00:00
604,237,188.93,2023-04-02 00:00:01,
605,238,108.52,2023-02-03 00:00:00,
606,239,666.41,2023-03-20 00:00:00,2023-08-22 00:00:00
607,239,642.8,2023-08-22 00:00:01,
608,240,26.71,2023-02-27 00:00:00,
609,241,237.51,2023-03-29 00:00:00,
610,242,587.54,2023-04-01 00:00:00,2023-09-16 00:00:00
611,242,648.02,2023-09-16 00:00:01,2023-12-31 00:00:01
612,242,798.53,2023-12-31 00:00:02,
613,243,399.11,2023-02-16 00:00:00,2023-04-18 00:00:00
614,243,471.3,2023-04-18 00:00:01,
615,244,56.47,2023-03-05 00:00:00,2023-08-23 00:00:00
616,244,70.8,2023-08-23 00:00:01,
617,245,92.77,2023-03-20 00:00:00,2023-05-05 00:00:00
618,245,75.04,2023-05-05 00:00:01,
619,246,39.14,2023-03-09 00:00:00,2023-07-21 00:00:00
620,246,45.51,2023-07-21 00:00:01,2023-09-07 00:00:01
621,246,34.74,2023-09-07 00:00:02,2023-12-27 00:00:02
622,246,42.72,2023-12-27 00:00:03,
623,247,132.17,2023-01-17 00:00:00,2023-07-07 00:00:00
624,247,121.68,2023-07-07 00:00:01,2023-09-21 00:00:01
625,247,127.32,2023-09-21 00:00:02,
626,248,4473.97,2023-01-16 00:00:00,
627,249,413.08,2023-02-11 00:00:00,2023-05-09 00:00:00
628,249,333.6,2023-05-09 00:00:01,
629,250,628.73,2023-01-11 00:00:00,2023-07-01 00:00:00
630,250,635.04,2023-07-01 00:00:01,2023-10-16 00:00:01
631,250,725.02,2023-10-16 00:00:02,
632,251,117.48,2023-03-17 00:00:00,2023-05-25 00:00:00
633,251,87.96,2023-05-25 00:00:01,
634,252,522.38,2023-03-14 00:00:00,2023-04-20 00:00:00
635,252,532.04,2023-04-20 00:00:01,2023-10-14 00:00:01
636,252,576.27,2023-10-14 00:00:02,
637,253,34.7,2023-03-21 00:00:00,2023-08-25 00:00:00
638,253,37.84,2023-08-25 00:00:01,2024-02-10 00:00:01
639,253,30.32,2024-02-10 00:00:02,2024-05-27 00:00:02
640,253,32.75,2024-05-27 00:00:03,
641,254,205.55,2023-02-08 00:00:00,2023-03-25 00:00:00
642,254,182.0,2023-03-25 00:00:01,2023-08-08 00:00:01
643,254,208.0,2023-08-08 00:00:02,2023-10-29 00:00:02
644,254,196.52,2023-10-29 00:00:03,
645,255,77.55,2023-04-04 00:00:00,2023-07-31 00:00:00
646,255,77.24,2023-07-31 00:00:01,2023-10-02 00:00:01
647,255,71.89,2023-10-02 00:00:02,
648,256,255.06,2023-02-10 00:00:00,
649,257,74.05,2023-02-01 00:00:00,2023-03-15 00:00:00
650,257,78.93,2023-03-15 00:00:01,2023-07-21 00:00:01
651,257,97.69,2023-07-21 00:00:02,2023-12-05 00:00:02
652,257,77.56,2023-12-05 00:00:03,
653,258,76.35,2023-02-11 00:00:00,2023-06-01 00:00:00
654,258,57.78,2023-06-01 00:00:01,
655,259,47.84,2023-03-05 00:00:00,2023-08-09 00:00:00
656,259,34.21,2023-08-09 00:00:01,2023-12-17 00:00:01
657,259,41.89,2023-12-17 00:00:02,2024-03-17 00:00:02
658,259,37.26,2024-03-17 00:00:03,
659,260,95.74,2023-02-06 00:00:00,
660,261,66.02,2023-02-06 00:00:00,2023-04-04 00:00:00
661,261,63.4,2023-04-04 00:00:01,2023-07-10 00:00:01
662,261,70.75,2023-07-10 00:00:02,2023-11-20 00:00:02
663,261,61.79,2023-11-20 00:00:03,
664,262,189.7,2023-02-16 00:00:00,2023-04-05 00:00:00
665,262,177.88,2023-04-05 00:00:01,
666,263,92.32,2023-03-21 00:00:00,2023-05-20 00:00:00
667,263,74.16,2023-05-20 00:00:01,2023-07-13 00:00:01
668,263,82.89,2023-07-13 00:00:02,
669,264,1667.08,2023-03-13 00:00:00,2023-05-18 00:00:00
670,264,1264.51,2023-05-18 00:00:01,2023-10-25 00:00:01
671,264,1374.6,2023-10-25 00:00:02,
672,265,192.94,2023-01-18 00:00:00,
673,266,380.77,2023-01-20 00:00:00,2023-06-30 00:00:00
674,266,315.74,2023-06-30 00:00:01,2023-10-19 00:00:01
675,266,318.91,2023-10-19 00:00:02,2024-02-02 00:00:02
676,266,379.02,2024-02-02 00:00:03,
677,267,239.67,2023-04-01 00:00:00,2023-08-30 00:00:00
678,267,262.21,2023-08-30 00:00:01,2024-01-01 00:00:01
679,267,219.01,2024-01-01 00:00:02,2024-02-28 00:00:02
680,267,276.85,2024-02-28 00:00:03,
681,268,186.9,2023-03-18 00:00:00,
682,269,101.99,2023-04-03 00:00:00,2023-09-02 00:00:00
683,269,107.58,2023-09-02 00:00:01,
684,270,938.99,2023-01-19 00:00:00,2023-04-21 00:00:00
685,270,687.22,2023-04-21 00:00:01,2023-06-18 00:00:01
686,270,737.96,2023-06-18 00:00:02,2023-11-07 00:00:02
687,270,777.12,2023-11-07 00:00:03,
688,271,1288.37,2023-02-22 00:00:00,2023-07-22 00:00:00
689,271,1470.33,2023-07-22 00:00:01,
690,272,77.63,2023-04-01 00:00:00,
691,273,174.53,2023-03-26 00:00:00,2023-07-30 00:00:00
692,273,163.49,2023-07-30 00:00:01,2023-10-12 00:00:01
693,273,173.28,2023-10-12 00:00:02,
694,274,68.11,2023-03-28 00:00:00,2023-07-03 00:00:00
695,274,64.31,2023-07-03 00:00:01,2023-09-20 00:00:01
696,274,72.47,2023-09-20 00:00:02,
697,275,120.32,2023-01-29 00:00:00,2023-05-15 00:00:00
698,275,113.63,2023-05-15 00:00:01,2023-08-06 00:00:01
699,275,110.46,2023-08-06 00:00:02,
700,276,1381.28,2023-02-14 00:00:00,2023-05-25 00:00:00
701,276,1241.01,2023-05-25 00:00:01,2023-11-17 00:00:01
702,276,1441.01,2023-11-17 00:00:02,2024-03-23 00:00:02
703,276,1553.72,2024-03-23 00:00:03,
704,277,235.17,2023-04-09 00:00:00,2023-07-22 00:00:00
705,277,173.95,2023-07-22 00:00:01,2023-09-10 00:00:01
706,277,198.38,2023-09-10 00:00:02,
707,278,345.22,2023-04-06 00:00:00,2023-06-26 00:00:00
708,278,391.47,2023-06-26 00:00:01,2023-10-03 00:00:01
709,278,405.4,2023-10-03 00:00:02,
710,279,48.38,2023-01-14 00:00:00,2023-07-13 00:00:00
711,279,41.73,2023-07-13 00:00:01,
712,280,143.66,2023-03-23 00:00:00,2023-05-17 00:00:00
713,280,154.65,2023-05-17 00:00:01,
714,281,34.7,2023-03-29 00:00:00,
715,282,335.64,2023-02-22 00:00:00,2023-07-23 00:00:00
716,282,314.44,2023-07-23 00:00:01,
717,283,515.73,2023-02-11 00:00:00,2023-03-28 00:00:00
718,283,648.93,2023-03-28 00:00:01,2023-05-19 00:00:01
719,283,594.23,2023-05-19 00:00:02,
720,284,33.21,2023-01-23 00:00:00,
721,285,6751.4,2023-02-20 00:00:00,
722,286,58.42,2023-01-05 00:00:00,2023-06-29 00:00:00
723,286,74.66,2023-06-29 00:00:01,2023-10-22 00:00:01
724,286,65.95,2023-10-22 00:00:02,
725,287,593.82,2023-01-18 00:00:00,2023-06-16 00:00:00
726,287,478.45,2023-06-16 00:00:01,2023-08-13 00:00:01
727,287,489.99,2023-08-13 00:00:02,2024-01-07 00:00:02
728,287,553.36,2024-01-07 00:00:03,
729,288,236.8,2023-04-05 00:00:00,
730,289,35.03,2023-01-23 00:00:00,2023-06-05 00:00:00
731,289,37.8,2023-06-05 00:00:01,
732,290,744.49,2023-02-21 00:00:00,
733,291,29.43,2023-03-03 00:00:00,2023-06-04 00:00:00
734,291,25.62,2023-06-04 00:00:01,
735,292,34.4,2023-04-07 00:00:00,2023-07-30 00:00:00
736,292,34.9,2023-07-30 00:00:01,2024-01-22 00:00:01
737,292,30.72,2024-01-22 00:00:02,2024-05-23 00:00:02
738,292,40.52,2024-05-23 00:00:03,
739,293,9518.1,2023-03-01 00:00:00,
740,294,128.18,2023-03-30 00:00:00,2023-07-13 00:00:00
741,294,142.47,2023-07-13 00:00:01,2023-10-07 00:00:01
742,294,133.99,2023-10-07 00:00:02,
743,295,234.1,2023-02-28 00:00:00,2023-07-03 00:00:00
744,295,207.06,2023-07-03 00:00:01,
745,296,95.19,2023-04-07 00:00:00,2023-07-01 00:00:00
746,296,103.21,2023-07-01 00:00:01,2023-08-20 00:00:01
747,296,94.76,2023-08-20 00:00:02,2024-02-01 00:00:02
748,296,101.13,2024-02-01 00:00:03,
749,297,83.28,2023-01-08 00:00:00,
750,298,111.81,2023-03-15 00:00:00,2023-05-26 00:00:00
751,298,103.05,2023-05-26 00:00:01,
752,299,57.14,2023-03-29 00:00:00,
753,300,39.77,2023-03-07 00:00:00,
754,301,136.93,2024-01-01 00:00:00,
755,302,17.70,2024-01-01 00:00:00,
756,303,199.54,2024-01-01 00:00:00,
757,304,121.41,2024-01-01 00:00:00,
758,305,18.21,2024-01-01 00:00:00,
759,306,184.88,2024-01-01 00:00:00,
760,307,195.28,2024-01-01 00:00:00,
761,308,143.10,2024-01-01 00:00:00,
762,309,132.91,2024-01-01 00:00:00,
763,310,106.27,2024-01-01 00:00:00,
764,311,32.45,2024-01-01 00:00:00,
765,312,25.20,2024-01-01 00:00:00,
766,313,49.11,2024-01-01 00:00:00,
767,314,28.97,2024-01-01 00:00:00,
768,315,69.11,2024-01-01 00:00:00,
769,316,110.67,2024-01-01 00:00:00,
770,317,85.93,2024-01-01 00:00:00,
771,318,27.43,2024-01-01 00:00:00,
772,319,129.86,2024-01-01 00:00:00,
773,320,125.31,2024-01-01 00:00:00,
774,321,105.04,2024-01-01 00:00:00,
775,322,161.49,2024-01-01 00:00:00,
776,323,43.39,2024-01-01 00:00:00,
777,324,183.99,2024-01-01 00:00:00,
778,325,108.41,2024-01-01 00:00:00,
779,326,127.79,2024-01-01 00:00:00,
780,327,91.25,2024-01-01 00:00:00,
781,328,180.51,2024-01-01 00:00:00,
782,329,124.79,2024-01-01 00:00:00,
783,330,120.68,2024-01-01 00:00:00,
784,331,54.96,2024-01-01 00:00:00,
785,332,122.23,2024-01-01 00:00:00,
786,333,167.16,2024-01-01 00:00:00,
787,334,173.02,2024-01-01 00:00:00,
788,335,117.27,2024-01-01 00:00:00,
