shipment_id,order_id,shipment_method_id
1996,1996,7
1997,1997,2
1998,1998,9
1999,1999,4
2000,2000,3
2001,2001,7
2002,2002,8
2003,2003,5
2004,2004,3
2005,2005,5
2006,2006,2
2007,2007,5
2008,2008,3
2009,2009,8
2010,2010,1
2011,2011,2
2012,2012,1
2013,2013,8
2014,2014,5
2015,2015,8
2016,2016,4
2017,2017,7
2018,2018,10
2019,2019,1
2020,2020,6
2021,2021,3
2022,2022,10
2023,2023,2
2024,2024,8
2025,2025,8
2026,2026,3
2027,2027,3
2028,2028,9
2029,2029,7
2030,2030,8
2031,2031,4
2032,2032,1
2033,2033,6
2034,2034,8
2035,2035,2
2036,2036,1
2037,2037,3
2038,2038,1
2039,2039,7
2040,2040,3
2041,2041,10
2042,2042,2
2043,2043,2
2044,2044,5
2045,2045,7
2046,2046,2
2047,2047,7
2048,2048,7
2049,2049,7
2050,2050,1
2051,2051,5
2052,2052,9
2053,2053,6
2054,2054,8
2055,2055,8
2056,2056,7
2057,2057,5
2058,2058,9
2059,2059,3
2060,2060,5
2061,2061,7
2062,2062,6
2063,2063,6
2064,2064,1
2065,2065,6
2066,2066,5
2067,2067,10
2068,2068,7
2069,2069,5
2070,2070,7
2071,2071,4
2072,2072,5
2073,2073,8
2074,2074,5
2075,2075,8
2076,2076,5
2077,2077,2
2078,2078,7
2079,2079,10
2080,2080,8
2081,2081,3
2082,2082,8
2083,2083,10
2084,2084,2
2085,2085,10
2086,2086,9
2087,2087,10
2088,2088,2
2089,2089,1
2090,2090,3
2091,2091,5
2092,2092,4
2093,2093,4
2094,2094,1
2095,2095,10
2096,2096,6
2097,2097,8
2098,2098,6
2099,2099,8
2100,2100,5
2101,2101,9
2102,2102,2
2103,2103,1
2104,2104,3
2105,2105,4
2106,2106,4
2107,2107,4
2108,2108,7
2109,2109,5
2110,2110,4
2111,2111,10
2112,2112,6
2113,2113,4
2114,2114,9
2115,2115,1
2116,2116,3
2117,2117,3
2118,2118,1
2119,2119,7
2120,2120,5
2121,2121,7
2122,2122,10
2123,2123,5
2124,2124,2
2125,2125,3
2126,2126,1
2127,2127,7
2128,2128,7
2129,2129,9
2130,2130,8
2131,2131,4
2132,2132,2
2133,2133,9
2134,2134,4
2135,2135,2
2136,2136,6
2137,2137,10
2138,2138,4
2139,2139,3
2140,2140,10
2141,2141,1
2142,2142,6
2143,2143,5
2144,2144,8
2145,2145,4
2146,2146,5
2147,2147,2
2148,2148,8
2149,2149,4
2150,2150,8
2151,2151,8
2152,2152,10
2153,2153,8
2154,2154,10
2155,2155,2
2156,2156,5
2157,2157,2
2158,2158,4
2159,2159,2
2160,2160,3
2161,2161,5
2162,2162,5
2163,2163,10
2164,2164,2
2165,2165,4
2166,2166,6
2167,2167,7
2168,2168,4
2169,2169,5
2170,2170,1
2171,2171,10
2172,2172,2
2173,2173,8
2174,2174,8
2175,2175,5
2176,2176,7
2177,2177,8
2178,2178,8
2179,2179,1
2180,2180,1
2181,2181,2
2182,2182,2
2183,2183,3
2184,2184,3
2185,2185,9
2186,2186,9
2187,2187,4
2188,2188,9
2189,2189,4
2190,2190,4
2191,2191,2
2192,2192,5
2193,2193,9
2194,2194,6
2195,2195,9
2196,2196,4
2197,2197,3
2198,2198,10
2199,2199,5
2200,2200,4
2201,2201,2
2202,2202,3
2203,2203,5
2204,2204,8
2205,2205,2
2206,2206,5
2207,2207,7
2208,2208,2
2209,2209,3
2210,2210,8
2211,2211,8
2212,2212,7
2213,2213,4
2214,2214,5
2215,2215,8
2216,2216,2
2217,2217,9
2218,2218,7
2219,2219,8
2220,2220,7
2221,2221,4
2222,2222,4
2223,2223,2
2224,2224,4
2225,2225,7
2226,2226,4
2227,2227,1
2228,2228,3
2229,2229,1
2230,2230,4
2231,2231,7
2232,2232,9
2233,2233,1
2234,2234,6
2235,2235,2
2236,2236,6
2237,2237,10
2238,2238,7
2239,2239,5
2240,2240,10
2241,2241,7
2242,2242,8
2243,2243,8
2244,2244,3
2245,2245,3
2246,2246,8
2247,2247,9
2248,2248,5
2249,2249,6
2250,2250,3
2251,2251,9
2252,2252,6
2253,2253,1
2254,2254,4
2255,2255,9
2256,2256,7
2257,2257,2
2258,2258,2
2259,2259,8
2260,2260,6
2261,2261,3
2262,2262,7
2263,2263,9
2264,2264,4
2265,2265,7
2266,2266,5
2267,2267,4
2268,2268,3
2269,2269,1
2270,2270,2
2271,2271,10
2272,2272,1
2273,2273,3
2274,2274,5
2275,2275,4
2276,2276,5
2277,2277,6
2278,2278,1
2279,2279,9
2280,2280,2
2281,2281,9
2282,2282,4
2283,2283,8
2284,2284,4
2285,2285,2
2286,2286,1
2287,2287,2
2288,2288,8
2289,2289,9
2290,2290,4
2291,2291,5
2292,2292,4
2293,2293,1
2294,2294,4
2295,2295,4
2296,2296,1
2297,2297,6
2298,2298,1
2299,2299,4
2300,2300,8
2301,2301,8
2302,2302,3
2303,2303,4
2304,2304,10
2305,2305,8
2306,2306,10
2307,2307,2
2308,2308,3
2309,2309,4
2310,2310,7
2311,2311,5
2312,2312,9
2313,2313,1
2314,2314,5
2315,2315,1
2316,2316,3
2317,2317,1
2318,2318,10
2319,2319,4
2320,2320,10
2321,2321,3
2322,2322,2
2323,2323,2
2324,2324,1
2325,2325,8
2326,2326,8
2327,2327,9
2328,2328,1
2329,2329,7
2330,2330,4
2331,2331,1
2332,2332,8
2333,2333,10
2334,2334,1
2335,2335,7
2336,2336,2
2337,2337,2
2338,2338,7
2339,2339,2
2340,2340,8
2341,2341,9
2342,2342,10
2343,2343,1
2344,2344,8
2345,2345,9
2346,2346,9
2347,2347,6
2348,2348,4
2349,2349,2
2350,2350,7
2351,2351,7
2352,2352,1
2353,2353,8
2354,2354,5
2355,2355,6
2356,2356,4
2357,2357,9
2358,2358,9
2359,2359,6
2360,2360,4
2361,2361,1
2362,2362,4
2363,2363,8
2364,2364,9
2365,2365,3
2366,2366,6
2367,2367,2
2368,2368,3
2369,2369,5
2370,2370,8
2371,2371,7
2372,2372,1
2373,2373,10
2374,2374,8
2375,2375,1
2376,2376,8
2377,2377,4
2378,2378,7
2379,2379,4
2380,2380,5
2381,2381,4
2382,2382,9
2383,2383,5
2384,2384,4
2385,2385,5
2386,2386,2
2387,2387,4
2388,2388,2
2389,2389,7
2390,2390,8
2391,2391,4
2392,2392,10
2393,2393,7
2394,2394,1
2395,2395,9
2396,2396,10
2397,2397,8
2398,2398,2
2399,2399,2
2400,2400,5
2401,2401,6
2402,2402,3
2403,2403,5
2404,2404,10
2405,2405,7
2406,2406,9
2407,2407,3
2408,2408,3
2409,2409,6
2410,2410,2
2411,2411,8
2412,2412,4
2413,2413,6
2414,2414,8
2415,2415,3
2416,2416,4
2417,2417,5
2418,2418,8
2419,2419,7
2420,2420,3
2421,2421,5
2422,2422,10
2423,2423,1
2424,2424,7
2425,2425,3
2426,2426,6
2427,2427,10
2428,2428,8
2429,2429,5
2430,2430,1
2431,2431,10
2432,2432,4
2433,2433,1
2434,2434,7
2435,2435,10
2436,2436,7
2437,2437,5
2438,2438,1
2439,2439,4
2440,2440,4
2441,2441,10
2442,2442,3
2443,2443,4
2444,2444,10
2445,2445,3
2446,2446,5
2447,2447,7
2448,2448,9
2449,2449,10
2450,2450,8
2451,2451,3
2452,2452,1
2453,2453,8
2454,2454,9
2455,2455,9
2456,2456,2
2457,2457,4
2458,2458,4
2459,2459,9
2460,2460,2
2461,2461,9
2462,2462,6
2463,2463,7
2464,2464,9
2465,2465,6
2466,2466,1
2467,2467,6
2468,2468,9
2469,2469,3
2470,2470,6
2471,2471,2
2472,2472,9
2473,2473,4
2474,2474,9
2475,2475,6
2476,2476,10
2477,2477,9
2478,2478,3
2479,2479,1
2480,2480,2
2481,2481,10
2482,2482,2
2483,2483,6
2484,2484,9
2485,2485,7
2486,2486,10
2487,2487,4
2488,2488,1
2489,2489,9
2490,2490,9
2491,2491,2
2492,2492,1
2493,2493,3
2494,2494,10
2495,2495,4
2496,2496,6
2497,2497,7
2498,2498,9
2499,2499,1
2500,2500,3
2501,2501,4
2502,2502,6
2503,2503,7
2504,2504,3
2505,2505,2
2506,2506,3
2507,2507,5
2508,2508,7
2509,2509,8
2510,2510,4
2511,2511,4
2512,2512,3
2513,2513,7
2514,2514,9
2515,2515,1
2516,2516,8
2517,2517,2
2518,2518,7
2519,2519,7
2520,2520,10
2521,2521,2
2522,2522,4
2523,2523,7
2524,2524,7
2525,2525,8
2526,2526,10
2527,2527,10
2528,2528,1
2529,2529,8
2530,2530,8
2531,2531,2
2532,2532,4
2533,2533,7
2534,2534,7
2535,2535,8
2536,2536,9
2537,2537,6
2538,2538,5
2539,2539,1
2540,2540,8
2541,2541,4
2542,2542,5
2543,2543,4
2544,2544,1
2545,2545,7
2546,2546,9
2547,2547,10
2548,2548,10
2549,2549,6
2550,2550,7
2551,2551,10
2552,2552,8
2553,2553,7
2554,2554,4
2555,2555,6
2556,2556,2
2557,2557,5
2558,2558,10
2559,2559,8
2560,2560,10
2561,2561,4
2562,2562,4
2563,2563,8
2564,2564,7
2565,2565,2
2566,2566,8
2567,2567,6
2568,2568,6
2569,2569,4
2570,2570,1
2571,2571,7
2572,2572,4
2573,2573,7
2574,2574,3
2575,2575,8
2576,2576,5
2577,2577,4
2578,2578,3
2579,2579,7
2580,2580,9
2581,2581,4
2582,2582,7
2583,2583,1
2584,2584,2
2585,2585,4
2586,2586,3
2587,2587,2
2588,2588,9
2589,2589,3
2590,2590,4
2591,2591,3
2592,2592,5
2593,2593,1
2594,2594,3
2595,2595,8
2596,2596,5
2597,2597,10
2598,2598,2
2599,2599,2
2600,2600,6
2601,2601,3
2602,2602,1
2603,2603,9
2604,2604,8
2605,2605,6
2606,2606,2
2607,2607,10
2608,2608,6
2609,2609,3
2610,2610,7
2611,2611,3
2612,2612,3
2613,2613,3
2614,2614,4
2615,2615,1
2616,2616,2
2617,2617,9
2618,2618,1
2619,2619,2
2620,2620,4
2621,2621,9
2622,2622,5
2623,2623,10
2624,2624,7
2625,2625,6
2626,2626,3
2627,2627,5
2628,2628,5
2629,2629,7
2630,2630,8
2631,2631,1
2632,2632,8
2633,2633,9
2634,2634,8
2635,2635,5
2636,2636,7
2637,2637,7
2638,2638,3
2639,2639,9
2640,2640,3
2641,2641,8
2642,2642,7
2643,2643,5
2644,2644,8
2645,2645,8
2646,2646,5
2647,2647,6
2648,2648,7
2649,2649,10
2650,2650,8
2651,2651,1
2652,2652,9
2653,2653,2
2654,2654,4
2655,2655,1
2656,2656,6
2657,2657,10
2658,2658,5
2659,2659,3
2660,2660,9
2661,2661,5
2662,2662,5
2663,2663,10
2664,2664,8
2665,2665,4
2666,2666,5
2667,2667,8
2668,2668,7
2669,2669,6
2670,2670,2
2671,2671,4
2672,2672,10
2673,2673,9
2674,2674,2
2675,2675,2
2676,2676,6
2677,2677,5
2678,2678,3
2679,2679,7
2680,2680,6
2681,2681,9
2682,2682,9
2683,2683,10
2684,2684,6
2685,2685,1
2686,2686,5
2687,2687,9
2688,2688,5
2689,2689,10
2690,2690,6
2691,2691,6
2692,2692,7
2693,2693,9
2694,2694,8
2695,2695,9
2696,2696,5
2697,2697,3
2698,2698,4
2699,2699,4
2700,2700,7
2701,2701,8
2702,2702,2
2703,2703,2
2704,2704,1
2705,2705,7
2706,2706,1
2707,2707,4
2708,2708,6
2709,2709,3
2710,2710,2
2711,2711,7
2712,2712,7
2713,2713,1
2714,2714,8
2715,2715,5
2716,2716,1
2717,2717,1
2718,2718,9
2719,2719,10
2720,2720,6
2721,2721,10
2722,2722,9
2723,2723,4
2724,2724,5
2725,2725,8
2726,2726,3
2727,2727,3
2728,2728,9
2729,2729,9
2730,2730,9
2731,2731,3
2732,2732,7
2733,2733,3
2734,2734,3
2735,2735,1
2736,2736,10
2737,2737,2
2738,2738,1
2739,2739,7
2740,2740,9
2741,2741,8
2742,2742,5
2743,2743,3
2744,2744,7
2745,2745,4
2746,2746,4
2747,2747,5
2748,2748,4
2749,2749,5
2750,2750,5
2751,2751,6
2752,2752,8
2753,2753,4
2754,2754,3
2755,2755,9
2756,2756,6
2757,2757,5
2758,2758,10
2759,2759,4
2760,2760,6
2761,2761,5
2762,2762,9
2763,2763,5
2764,2764,2
2765,2765,3
2766,2766,4
2767,2767,8
2768,2768,9
2769,2769,5
2770,2770,1
2771,2771,7
2772,2772,1
2773,2773,10
2774,2774,1
2775,2775,5
2776,2776,10
2777,2777,8
2778,2778,5
2779,2779,2
2780,2780,6
2781,2781,1
2782,2782,3
2783,2783,5
2784,2784,2
2785,2785,5
2786,2786,9
2787,2787,5
2788,2788,10
2789,2789,9
2790,2790,3
2791,2791,7
2792,2792,2
2793,2793,8
2794,2794,10
2795,2795,10
2796,2796,7
2797,2797,7
2798,2798,1
2799,2799,4
2800,2800,5
2801,2801,8
2802,2802,1
2803,2803,9
2804,2804,5
2805,2805,10
2806,2806,5
2807,2807,7
2808,2808,6
2809,2809,3
2810,2810,5
2811,2811,10
2812,2812,6
2813,2813,5
2814,2814,10
2815,2815,4
2816,2816,2
2817,2817,1
2818,2818,5
2819,2819,3
2820,2820,10
2821,2821,6
2822,2822,2
2823,2823,7
2824,2824,9
2825,2825,8
2826,2826,7
2827,2827,3
2828,2828,5
2829,2829,7
2830,2830,1
2831,2831,10
2832,2832,9
2833,2833,3
2834,2834,3
2835,2835,5
2836,2836,7
2837,2837,8
2838,2838,8
2839,2839,6
2840,2840,6
2841,2841,7
2842,2842,3
2843,2843,6
2844,2844,1
2845,2845,9
2846,2846,7
2847,2847,5
2848,2848,8
2849,2849,6
2850,2850,2
2851,2851,3
2852,2852,3
2853,2853,4
2854,2854,9
2855,2855,6
2856,2856,4
2857,2857,1
2858,2858,5
2859,2859,1
2860,2860,10
2861,2861,1
2862,2862,6
2863,2863,2
2864,2864,5
2865,2865,8
2866,2866,8
2867,2867,6
2868,2868,9
2869,2869,6
2870,2870,4
2871,2871,3
2872,2872,8
2873,2873,5
2874,2874,9
2875,2875,4
2876,2876,6
2877,2877,10
2878,2878,7
2879,2879,3
2880,2880,5
2881,2881,1
2882,2882,10
2883,2883,10
2884,2884,10
2885,2885,7
2886,2886,3
2887,2887,3
2888,2888,2
2889,2889,2
2890,2890,8
2891,2891,10
2892,2892,10
2893,2893,9
2894,2894,10
2895,2895,10
2896,2896,7
2897,2897,6
2898,2898,3
2899,2899,3
2900,2900,3
2901,2901,3
2902,2902,4
2903,2903,2
2904,2904,1
2905,2905,6
2906,2906,2
2907,2907,1
2908,2908,2
2909,2909,10
2910,2910,5
2911,2911,5
2912,2912,6
2913,2913,5
2914,2914,10
2915,2915,5
2916,2916,3
2917,2917,6
2918,2918,7
2919,2919,4
2920,2920,5
2921,2921,1
2922,2922,4
2923,2923,2
2924,2924,9
2925,2925,5
2926,2926,4
2927,2927,3
2928,2928,4
2929,2929,3
2930,2930,1
2931,2931,2
2932,2932,9
2933,2933,4
2934,2934,8
2935,2935,7
2936,2936,3
2937,2937,9
2938,2938,10
2939,2939,5
2940,2940,1
2941,2941,6
2942,2942,2
2943,2943,7
2944,2944,3
2945,2945,4
2946,2946,1
2947,2947,8
2948,2948,9
2949,2949,6
2950,2950,5
2951,2951,3
2952,2952,8
2953,2953,9
2954,2954,8
2955,2955,4
2956,2956,6
2957,2957,5
2958,2958,1
2959,2959,1
2960,2960,3
2961,2961,1
2962,2962,10
2963,2963,9
2964,2964,2
2965,2965,6
2966,2966,7
2967,2967,4
2968,2968,1
2969,2969,1
2970,2970,8
2971,2971,2
2972,2972,1
2973,2973,10
2974,2974,3
2975,2975,6
2976,2976,1
2977,2977,9
2978,2978,1
2979,2979,10
2980,2980,3
2981,2981,2
2982,2982,2
2983,2983,6
2984,2984,10
2985,2985,1
2986,2986,1
2987,2987,7
2988,2988,4
2989,2989,3
2990,2990,4
2991,2991,4
2992,2992,6
2993,2993,4
2994,2994,2
2995,2995,9
2996,2996,1
2997,2997,3
2998,2998,6
2999,2999,3
3000,3000,8
3001,3001,9
3002,3002,6
3003,3003,4
3004,3004,1
3005,3005,2
3006,3006,8
3007,3007,6
3008,3008,2
3009,3009,7
3010,3010,2
3011,3011,7
3012,3012,5
3013,3013,10
3014,3014,5
3015,3015,10
3016,3016,10
3017,3017,6
3018,3018,4
3019,3019,3
3020,3020,6
3021,3021,1
3022,3022,4
3023,3023,2
3024,3024,10
3025,3025,6
3026,3026,10
3027,3027,3
3028,3028,7
3029,3029,5
3030,3030,5
3031,3031,2
3032,3032,7
3033,3033,3
3034,3034,4
3035,3035,8
3036,3036,9
3037,3037,2
3038,3038,6
3039,3039,5
3040,3040,5
3041,3041,4
3042,3042,6
3043,3043,7
3044,3044,10
3045,3045,6
3046,3046,5
3047,3047,1
3048,3048,9
3049,3049,6
3050,3050,7
3051,3051,7
3052,3052,7
3053,3053,5
3054,3054,1
3055,3055,10
3056,3056,7
3057,3057,2
3058,3058,5
3059,3059,1
3060,3060,6
3061,3061,3
3062,3062,3
3063,3063,4
3064,3064,4
3065,3065,10
3066,3066,2
3067,3067,8
3068,3068,6
3069,3069,7
3070,3070,2
3071,3071,6
3072,3072,1
3073,3073,5
3074,3074,7
3075,3075,1
3076,3076,2
3077,3077,7
3078,3078,10
3079,3079,7
3080,3080,4
3081,3081,1
3082,3082,1
3083,3083,3
3084,3084,9
3085,3085,4
3086,3086,7
3087,3087,9
3088,3088,7
3089,3089,9
3090,3090,7
3091,3091,1
3092,3092,6
3093,3093,3
3094,3094,2
3095,3095,9
3096,3096,8
3097,3097,6
3098,3098,10
3099,3099,9
3100,3100,4
3101,3101,1
3102,3102,10
3103,3103,1
3104,3104,8
3105,3105,4
3106,3106,1
3107,3107,2
3108,3108,10
3109,3109,3
3110,3110,6
3111,3111,7
3112,3112,6
3113,3113,10
3114,3114,4
3115,3115,7
3116,3116,9
3117,3117,1
3118,3118,5
3119,3119,4
3120,3120,5
3121,3121,6
3122,3122,7
3123,3123,2
3124,3124,9
3125,3125,1
3126,3126,5
3127,3127,7
3128,3128,6
3129,3129,10
3130,3130,3
3131,3131,3
3132,3132,10
3133,3133,7
3134,3134,1
3135,3135,6
3136,3136,9
3137,3137,8
3138,3138,6
3139,3139,2
3140,3140,7
3141,3141,7
3142,3142,2
3143,3143,2
3144,3144,7
3145,3145,7
3146,3146,8
3147,3147,1
3148,3148,7
3149,3149,2
3150,3150,1
3151,3151,7
3152,3152,5
3153,3153,9
3154,3154,1
3155,3155,2
3156,3156,9
3157,3157,2
3158,3158,6
3159,3159,4
3160,3160,9
3161,3161,1
3162,3162,3
3163,3163,1
3164,3164,10
3165,3165,10
3166,3166,4
3167,3167,3
3168,3168,1
3169,3169,1
3170,3170,3
3171,3171,8
3172,3172,8
3173,3173,1
3174,3174,7
3175,3175,3
3176,3176,5
3177,3177,5
3178,3178,3
3179,3179,4
3180,3180,5
3181,3181,6
3182,3182,9
3183,3183,3
3184,3184,5
3185,3185,9
3186,3186,1
3187,3187,4
3188,3188,2
3189,3189,9
3190,3190,3
3191,3191,9
3192,3192,10
3193,3193,4
3194,3194,9
3195,3195,1
3196,3196,3
3197,3197,2
3198,3198,4
3199,3199,8
3200,3200,6
3201,3201,10
3202,3202,4
3203,3203,9
3204,3204,7
3205,3205,5
3206,3206,8
3207,3207,2
3208,3208,2
3209,3209,6
3210,3210,1
3211,3211,5
3212,3212,7
3213,3213,4
3214,3214,6
3215,3215,10
3216,3216,3
3217,3217,10
3218,3218,5
3219,3219,3
3220,3220,1
3221,3221,6
3222,3222,6
3223,3223,4
3224,3224,7
3225,3225,6
3226,3226,2
3227,3227,4
3228,3228,2
3229,3229,3
3230,3230,9
3231,3231,2
3232,3232,9
3233,3233,10
3234,3234,2
3235,3235,3
3236,3236,4
3237,3237,10
3238,3238,9
3239,3239,1
3240,3240,6
3241,3241,6
3242,3242,9
3243,3243,9
3244,3244,8
3245,3245,7
3246,3246,6
3247,3247,10
3248,3248,8
3249,3249,3
3250,3250,2
3251,3251,5
3252,3252,7
3253,3253,6
3254,3254,7
3255,3255,8
3256,3256,5
3257,3257,10
3258,3258,8
3259,3259,10
3260,3260,8
3261,3261,5
3262,3262,5
3263,3263,8
3264,3264,5
3265,3265,1
3266,3266,9
3267,3267,3
3268,3268,10
3269,3269,3
3270,3270,4
3271,3271,3
3272,3272,6
3273,3273,10
3274,3274,7
3275,3275,10
3276,3276,4
3277,3277,2
3278,3278,8
3279,3279,10
3280,3280,9
3281,3281,1
3282,3282,3
3283,3283,9
3284,3284,7
3285,3285,1
3286,3286,6
3287,3287,2
3288,3288,7
3289,3289,4
3290,3290,4
3291,3291,3
3292,3292,7
3293,3293,7
3294,3294,6
3295,3295,7
3296,3296,8
3297,3297,10
3298,3298,8
3299,3299,1
3300,3300,8
3301,3301,3
3302,3302,5
3303,3303,5
3304,3304,8
3305,3305,10
3306,3306,9
3307,3307,5
3308,3308,10
3309,3309,9
3310,3310,8
3311,3311,8
3312,3312,2
3313,3313,10
3314,3314,2
3315,3315,10
3316,3316,4
3317,3317,4
3318,3318,8
3319,3319,7
3320,3320,8
3321,3321,3
3322,3322,10
3323,3323,2
3324,3324,10
3325,3325,5
3326,3326,4
3327,3327,2
3328,3328,10
3329,3329,5
3330,3330,3
3331,3331,6
3332,3332,2
3333,3333,5
3334,3334,6
3335,3335,7
3336,3336,4
3337,3337,9
3338,3338,9
3339,3339,1
3340,3340,1
3341,3341,3
3342,3342,3
3343,3343,6
3344,3344,6
3345,3345,6
3346,3346,1
3347,3347,8
3348,3348,1
3349,3349,6
3350,3350,3
3351,3351,1
3352,3352,1
3353,3353,2
3354,3354,1
3355,3355,6
3356,3356,9
3357,3357,10
3358,3358,6
3359,3359,1
3360,3360,5
3361,3361,3
3362,3362,4
3363,3363,4
3364,3364,9
3365,3365,7
3366,3366,10
3367,3367,2
3368,3368,3
3369,3369,7
3370,3370,5
3371,3371,4
3372,3372,7
3373,3373,4
3374,3374,2
3375,3375,8
3376,3376,4
3377,3377,10
3378,3378,5
3379,3379,5
3380,3380,8
3381,3381,3
3382,3382,6
3383,3383,8
3384,3384,4
3385,3385,6
3386,3386,4
3387,3387,4
3388,3388,2
3389,3389,5
3390,3390,8
3391,3391,8
3392,3392,9
3393,3393,9
3394,3394,2
3395,3395,9
3396,3396,3
3397,3397,9
3398,3398,4
3399,3399,5
3400,3400,10
3401,3401,10
3402,3402,9
3403,3403,10
3404,3404,2
3405,3405,8
3406,3406,3
3407,3407,9
3408,3408,5
3409,3409,4
3410,3410,4
3411,3411,1
3412,3412,1
3413,3413,2
3414,3414,10
3415,3415,9
3416,3416,10
3417,3417,9
3418,3418,7
3419,3419,8
3420,3420,1
3421,3421,8
3422,3422,2
3423,3423,8
3424,3424,9
3425,3425,4
3426,3426,1
3427,3427,8
3428,3428,5
3429,3429,2
3430,3430,8
3431,3431,7
3432,3432,10
3433,3433,9
3434,3434,7
3435,3435,3
3436,3436,8
3437,3437,2
3438,3438,8
3439,3439,1
3440,3440,2
3441,3441,10
3442,3442,2
3443,3443,8
3444,3444,4
3445,3445,8
3446,3446,7
3447,3447,1
3448,3448,9
3449,3449,1
3450,3450,5
3451,3451,1
3452,3452,10
3453,3453,1
3454,3454,8
3455,3455,2
3456,3456,4
3457,3457,1
3458,3458,4
3459,3459,4
3460,3460,3
3461,3461,4
3462,3462,8
3463,3463,1
3464,3464,5
3465,3465,7
3466,3466,6
3467,3467,6
3468,3468,9
3469,3469,1
3470,3470,5
3471,3471,6
3472,3472,4
3473,3473,8
3474,3474,7
3475,3475,9
3476,3476,7
3477,3477,10
3478,3478,9
3479,3479,4
3480,3480,8
3481,3481,1
3482,3482,3
3483,3483,10
3484,3484,7
3485,3485,1
3486,3486,7
3487,3487,3
3488,3488,9
3489,3489,3
3490,3490,7
3491,3491,4
3492,3492,7
3493,3493,10
3494,3494,9
3495,3495,9
3496,3496,4
3497,3497,3
3498,3498,5
3499,3499,8
3500,3500,4
3501,3501,7
3502,3502,7
3503,3503,8
3504,3504,2
3505,3505,2
3506,3506,5
3507,3507,3
3508,3508,4
3509,3509,6
3510,3510,5
3511,3511,7
3512,3512,4
3513,3513,2
3514,3514,8
3515,3515,7
3516,3516,4
3517,3517,1
3518,3518,10
3519,3519,9
3520,3520,9
3521,3521,10
3522,3522,6
3523,3523,5
3524,3524,8
3525,3525,10
3526,3526,10
3527,3527,6
3528,3528,3
3529,3529,5
3530,3530,8
3531,3531,7
3532,3532,2
3533,3533,7
3534,3534,8
3535,3535,10
3536,3536,10
3537,3537,10
3538,3538,9
3539,3539,6
3540,3540,3
3541,3541,4
3542,3542,4
3543,3543,8
3544,3544,10
3545,3545,7
3546,3546,1
3547,3547,10
3548,3548,3
3549,3549,2
3550,3550,9
3551,3551,7
3552,3552,1
3553,3553,1
3554,3554,8
3555,3555,5
3556,3556,7
3557,3557,4
3558,3558,9
3559,3559,3
3560,3560,6
3561,3561,6
3562,3562,5
3563,3563,2
3564,3564,2
3565,3565,3
3566,3566,2
3567,3567,1
3568,3568,1
3569,3569,7
3570,3570,5
3571,3571,3
3572,3572,5
3573,3573,1
3574,3574,10
3575,3575,3
3576,3576,3
3577,3577,6
3578,3578,2
3579,3579,9
3580,3580,4
3581,3581,1
3582,3582,7
3583,3583,7
3584,3584,6
3585,3585,4
3586,3586,6
3587,3587,1
3588,3588,8
3589,3589,10
3590,3590,4
3591,3591,5
3592,3592,6
3593,3593,10
3594,3594,9
3595,3595,3
3596,3596,7
3597,3597,10
3598,3598,1
3599,3599,5
3600,3600,6
3601,3601,4
3602,3602,9
3603,3603,3
3604,3604,2
3605,3605,10
3606,3606,6
3607,3607,6
3608,3608,1
3609,3609,3
3610,3610,3
3611,3611,8
3612,3612,10
3613,3613,5
3614,3614,5
3615,3615,2
3616,3616,10
3617,3617,8
3618,3618,3
3619,3619,3
3620,3620,4
3621,3621,1
3622,3622,5
3623,3623,6
3624,3624,6
3625,3625,8
3626,3626,6
3627,3627,6
3628,3628,5
3629,3629,5
3630,3630,8
3631,3631,2
3632,3632,7
3633,3633,7
3634,3634,3
3635,3635,6
3636,3636,6
3637,3637,9
3638,3638,9
3639,3639,3
3640,3640,1
3641,3641,5
3642,3642,3
3643,3643,9
3644,3644,4
3645,3645,1
3646,3646,9
3647,3647,10
3648,3648,5
3649,3649,1
3650,3650,8
3651,3651,1
3652,3652,4
3653,3653,1
3654,3654,2
3655,3655,2
3656,3656,3
3657,3657,10
3658,3658,7
3659,3659,1
3660,3660,5
3661,3661,4
3662,3662,9
3663,3663,2
3664,3664,3
3665,3665,8
3666,3666,7
3667,3667,1
3668,3668,2
3669,3669,7
3670,3670,6
3671,3671,4
3672,3672,2
3673,3673,5
3674,3674,3
3675,3675,10
3676,3676,3
3677,3677,2
3678,3678,8
3679,3679,2
3680,3680,1
3681,3681,2
3682,3682,6
3683,3683,10
3684,3684,5
3685,3685,9
3686,3686,3
3687,3687,5
3688,3688,2
3689,3689,3
3690,3690,4
3691,3691,8
3692,3692,6
3693,3693,5
3694,3694,3
3695,3695,9
3696,3696,2
3697,3697,1
3698,3698,1
3699,3699,8
3700,3700,1
3701,3701,7
3702,3702,5
3703,3703,2
3704,3704,7
3705,3705,4
3706,3706,10
3707,3707,2
3708,3708,9
3709,3709,6
3710,3710,10
3711,3711,4
3712,3712,6
3713,3713,6
3714,3714,5
3715,3715,1
3716,3716,8
3717,3717,7
3718,3718,9
3719,3719,10
3720,3720,3
3721,3721,3
3722,3722,10
3723,3723,5
3724,3724,6
3725,3725,4
3726,3726,10
3727,3727,8
3728,3728,2
3729,3729,6
3730,3730,8
3731,3731,5
3732,3732,6
3733,3733,4
3734,3734,4
3735,3735,2
3736,3736,7
3737,3737,2
3738,3738,3
3739,3739,2
3740,3740,5
3741,3741,8
3742,3742,2
