order_items_id,order_id,product_id,quantity,unit_price,total_amount
6912,2297,296,2,101.13,202.26
6913,2297,201,2,83.06,166.12
6914,2297,142,2,544.13,1088.26
6915,2298,53,4,26.41,105.64
6916,2298,93,4,73.99,295.96
6917,2298,120,4,532.02,2128.08
6918,2299,28,1,30.65,30.65
6919,2299,191,4,217.48,869.92
6920,2299,190,3,4952.78,14858.34
6921,2300,313,2,49.11,98.22
6922,2300,109,3,21.64,64.92
6923,2300,69,1,206.85,206.85
6924,2301,56,4,408.87,1635.48
6925,2301,328,2,180.51,361.02
6926,2301,5,2,312.42,624.84
6927,2302,192,4,365.72,1462.88
6928,2302,55,2,361.92,723.84
6929,2302,139,3,392.73,1178.19
6930,2303,167,4,125.02,500.08
6931,2303,236,2,54.07,108.14
6932,2303,313,2,49.11,98.22
6933,2304,27,2,485.13,970.26
6934,2304,193,4,9668.18,38672.72
6935,2304,93,3,73.99,221.97
6936,2305,334,4,173.02,692.08
6937,2305,313,2,49.11,98.22
6938,2305,168,1,84.08,84.08
6939,2306,313,3,49.11,147.33
6940,2306,89,4,185.24,740.96
6941,2306,167,3,125.02,375.06
6942,2307,250,2,725.02,1450.04
6943,2307,63,1,176.42,176.42
6944,2307,263,1,82.89,82.89
6945,2308,301,4,136.93,547.72
6946,2308,173,4,101.46,405.84
6947,2308,243,1,471.30,471.30
6948,2309,197,3,111.56,334.68
6949,2309,81,3,24.00,72.00
6950,2309,74,4,306.84,1227.36
6951,2310,186,2,324.89,649.78
6952,2310,290,3,744.49,2233.47
6953,2310,161,3,258.97,776.91
6954,2311,179,1,367.91,367.91
6955,2311,253,4,32.75,131.00
6956,2311,132,3,152.84,458.52
6957,2312,111,3,215.02,645.06
6958,2312,178,1,110.15,110.15
6959,2312,173,4,101.46,405.84
6960,2313,250,4,725.02,2900.08
6961,2313,138,4,75.42,301.68
6962,2313,133,1,153.60,153.60
6963,2314,103,3,88.38,265.14
6964,2314,63,1,176.42,176.42
6965,2314,200,4,51.39,205.56
6966,2315,216,4,27.57,110.28
6967,2315,305,4,18.21,72.84
6968,2315,310,1,106.27,106.27
6969,2316,237,4,188.93,755.72
6970,2316,8,1,92.31,92.31
6971,2316,21,4,37.53,150.12
6972,2317,104,1,2507.07,2507.07
6973,2317,139,1,392.73,392.73
6974,2317,163,2,150.26,300.52
6975,2318,22,2,709.66,1419.32
6976,2318,307,3,195.28,585.84
6977,2318,314,4,28.97,115.88
6978,2319,133,2,153.60,307.20
6979,2319,141,1,482.39,482.39
6980,2319,223,4,467.04,1868.16
6981,2320,275,3,110.46,331.38
6982,2320,97,2,201.04,402.08
6983,2320,105,3,63.28,189.84
6984,2321,200,1,51.39,51.39
6985,2321,187,3,53.46,160.38
6986,2321,296,1,101.13,101.13
6987,2322,134,3,261.22,783.66
6988,2322,249,2,333.60,667.20
6989,2322,54,2,73.34,146.68
6990,2323,95,4,198.29,793.16
6991,2323,173,4,101.46,405.84
6992,2323,311,3,32.45,97.35
6993,2324,144,2,1176.11,2352.22
6994,2324,319,1,129.86,129.86
6995,2324,258,3,57.78,173.34
6996,2325,196,3,68.93,206.79
6997,2325,4,3,70.68,212.04
6998,2325,221,3,484.99,1454.97
6999,2326,96,3,171.36,514.08
7000,2326,241,4,237.51,950.04
7001,2326,323,4,43.39,173.56
7002,2327,177,4,173.92,695.68
7003,2327,100,4,912.50,3650.00
7004,2327,208,3,5119.77,15359.31
7005,2328,83,3,138.27,414.81
7006,2328,205,2,92.31,184.62
7007,2328,133,1,153.60,153.60
7008,2329,67,1,663.51,663.51
7009,2329,232,3,117.39,352.17
7010,2329,124,3,201.32,603.96
7011,2330,305,3,18.21,54.63
7012,2330,335,4,117.27,469.08
7013,2330,120,2,532.02,1064.04
7014,2331,118,1,123.08,123.08
7015,2331,221,3,484.99,1454.97
7016,2331,185,4,118.55,474.20
7017,2332,265,4,192.94,771.76
7018,2332,145,2,369.80,739.60
7019,2332,63,4,176.42,705.68
7020,2333,226,2,106.24,212.48
7021,2333,59,2,1165.61,2331.22
7022,2333,36,3,184.31,552.93
7023,2334,109,1,21.64,21.64
7024,2334,282,3,314.44,943.32
7025,2334,98,1,116.76,116.76
7026,2335,264,2,1374.60,2749.20
7027,2335,234,4,157.34,629.36
7028,2335,200,2,51.39,102.78
7029,2336,240,1,26.71,26.71
7030,2336,225,4,267.00,1068.00
7031,2336,228,2,148.63,297.26
7032,2337,224,1,203.37,203.37
7033,2337,85,4,279.78,1119.12
7034,2337,334,2,173.02,346.04
7035,2338,173,1,101.46,101.46
7036,2338,308,3,143.10,429.30
7037,2338,17,3,189.07,567.21
7038,2339,267,3,276.85,830.55
7039,2339,320,1,125.31,125.31
7040,2339,230,3,64.40,193.20
7041,2340,310,4,106.27,425.08
7042,2340,329,2,124.79,249.58
7043,2340,148,4,640.43,2561.72
7044,2341,26,3,979.66,2938.98
7045,2341,209,4,299.28,1197.12
7046,2341,305,3,18.21,54.63
7047,2342,1,1,41.61,41.61
7048,2342,63,1,176.42,176.42
7049,2342,2,3,54.72,164.16
7050,2343,247,3,127.32,381.96
7051,2343,54,4,73.34,293.36
7052,2343,175,2,239.58,479.16
7053,2344,30,1,165.44,165.44
7054,2344,76,3,49.74,149.22
7055,2344,278,3,405.40,1216.20
7056,2345,216,1,27.57,27.57
7057,2345,23,1,477.55,477.55
7058,2345,189,1,87.00,87.00
7059,2346,76,3,49.74,149.22
7060,2346,230,4,64.40,257.60
7061,2346,78,3,252.79,758.37
7062,2347,184,1,103.83,103.83
7063,2347,48,1,124.35,124.35
7064,2347,250,2,725.02,1450.04
7065,2348,234,3,157.34,472.02
7066,2348,88,4,92.09,368.36
7067,2348,264,1,1374.60,1374.60
7068,2349,117,1,795.33,795.33
7069,2349,108,4,368.57,1474.28
7070,2349,87,1,116.31,116.31
7071,2350,257,3,77.56,232.68
7072,2350,293,2,9518.10,19036.20
7073,2350,157,4,2380.02,9520.08
7074,2351,221,1,484.99,484.99
7075,2351,302,2,17.70,35.40
7076,2351,324,2,183.99,367.98
7077,2352,171,4,49.52,198.08
7078,2352,175,2,239.58,479.16
7079,2352,5,1,312.42,312.42
7080,2353,179,2,367.91,735.82
7081,2353,65,4,114.10,456.40
7082,2353,169,1,537.24,537.24
7083,2354,252,1,576.27,576.27
7084,2354,133,2,153.60,307.20
7085,2354,54,4,73.34,293.36
7086,2355,229,3,182.92,548.76
7087,2355,302,4,17.70,70.80
7088,2355,296,2,101.13,202.26
7089,2356,218,2,49.88,99.76
7090,2356,251,1,87.96,87.96
7091,2356,74,1,306.84,306.84
7092,2357,305,4,18.21,72.84
7093,2357,66,1,41.56,41.56
7094,2357,311,3,32.45,97.35
7095,2358,294,3,133.99,401.97
7096,2358,11,3,88.33,264.99
7097,2358,155,2,80.38,160.76
7098,2359,154,1,174.02,174.02
7099,2359,333,3,167.16,501.48
7100,2359,124,4,201.32,805.28
7101,2360,176,4,204.81,819.24
7102,2360,279,4,41.73,166.92
7103,2360,39,1,265.80,265.80
7104,2361,279,3,41.73,125.19
7105,2361,232,4,117.39,469.56
7106,2361,303,2,199.54,399.08
7107,2362,289,2,37.80,75.60
7108,2362,179,1,367.91,367.91
7109,2362,150,3,223.54,670.62
7110,2363,106,4,502.86,2011.44
7111,2363,14,2,430.90,861.80
7112,2363,141,2,482.39,964.78
7113,2364,28,4,30.65,122.60
7114,2364,48,4,124.35,497.40
7115,2364,142,4,544.13,2176.52
7116,2365,178,3,110.15,330.45
7117,2365,147,4,143.83,575.32
7118,2365,246,2,42.72,85.44
7119,2366,87,2,116.31,232.62
7120,2366,138,2,75.42,150.84
7121,2366,47,1,100.93,100.93
7122,2367,177,3,173.92,521.76
7123,2367,205,4,92.31,369.24
7124,2367,186,2,324.89,649.78
7125,2368,53,4,26.41,105.64
7126,2368,65,2,114.10,228.20
7127,2368,131,1,151.63,151.63
7128,2369,308,2,143.10,286.20
7129,2369,140,2,558.26,1116.52
7130,2369,313,3,49.11,147.33
7131,2370,219,4,662.92,2651.68
7132,2370,165,4,257.39,1029.56
7133,2370,24,3,136.38,409.14
7134,2371,4,1,70.68,70.68
7135,2371,185,3,118.55,355.65
7136,2371,220,2,38.34,76.68
7137,2372,214,3,522.07,1566.21
7138,2372,232,1,117.39,117.39
7139,2372,236,4,54.07,216.28
7140,2373,54,1,73.34,73.34
7141,2373,235,3,1867.81,5603.43
7142,2373,188,4,50.01,200.04
7143,2374,275,1,110.46,110.46
7144,2374,30,4,165.44,661.76
7145,2374,17,4,189.07,756.28
7146,2375,255,2,71.89,143.78
7147,2375,190,4,4952.78,19811.12
7148,2375,169,4,537.24,2148.96
7149,2376,205,4,92.31,369.24
7150,2376,193,3,9668.18,29004.54
7151,2376,36,2,184.31,368.62
7152,2377,161,4,258.97,1035.88
7153,2377,67,1,663.51,663.51
7154,2377,280,4,154.65,618.60
7155,2378,5,1,312.42,312.42
7156,2378,304,3,121.41,364.23
7157,2378,74,1,306.84,306.84
7158,2379,68,3,416.05,1248.15
7159,2379,106,2,502.86,1005.72
7160,2379,93,4,73.99,295.96
7161,2380,288,2,236.80,473.60
7162,2380,252,1,576.27,576.27
7163,2380,93,2,73.99,147.98
7164,2381,314,3,28.97,86.91
7165,2381,132,3,152.84,458.52
7166,2381,239,3,642.80,1928.40
7167,2382,235,1,1867.81,1867.81
7168,2382,179,4,367.91,1471.64
7169,2382,275,3,110.46,331.38
7170,2383,112,1,97.46,97.46
7171,2383,220,4,38.34,153.36
7172,2383,171,3,49.52,148.56
7173,2384,133,1,153.60,153.60
7174,2384,80,3,180.81,542.43
7175,2384,176,4,204.81,819.24
7176,2385,135,4,176.88,707.52
7177,2385,201,1,83.06,83.06
7178,2385,111,2,215.02,430.04
7179,2386,209,1,299.28,299.28
7180,2386,192,4,365.72,1462.88
7181,2386,117,4,795.33,3181.32
7182,2387,60,1,301.85,301.85
7183,2387,161,4,258.97,1035.88
7184,2387,300,4,39.77,159.08
7185,2388,181,2,181.57,363.14
7186,2388,188,1,50.01,50.01
7187,2388,67,3,663.51,1990.53
7188,2389,148,3,640.43,1921.29
7189,2389,56,3,408.87,1226.61
7190,2389,15,2,602.60,1205.20
7191,2390,312,1,25.20,25.20
7192,2390,242,1,798.53,798.53
7193,2390,148,3,640.43,1921.29
7194,2391,261,3,61.79,185.37
7195,2391,130,1,261.07,261.07
7196,2391,161,3,258.97,776.91
7197,2392,206,3,125.45,376.35
7198,2392,265,1,192.94,192.94
7199,2392,243,4,471.30,1885.20
7200,2393,251,1,87.96,87.96
7201,2393,61,1,175.93,175.93
7202,2393,318,1,27.43,27.43
7203,2394,86,4,137.39,549.56
7204,2394,74,4,306.84,1227.36
7205,2394,185,2,118.55,237.10
7206,2395,334,2,173.02,346.04
7207,2395,160,1,103.53,103.53
7208,2395,280,2,154.65,309.30
7209,2396,40,2,62.79,125.58
7210,2396,64,2,72.56,145.12
7211,2396,87,1,116.31,116.31
7212,2397,45,4,5111.42,20445.68
7213,2397,142,1,544.13,544.13
7214,2397,249,4,333.60,1334.40
7215,2398,30,4,165.44,661.76
7216,2398,254,2,196.52,393.04
7217,2398,331,4,54.96,219.84
7218,2399,63,2,176.42,352.84
7219,2399,292,3,40.52,121.56
7220,2399,236,2,54.07,108.14
7221,2400,325,1,108.41,108.41
7222,2400,201,4,83.06,332.24
7223,2400,198,2,124.56,249.12
7224,2401,27,4,485.13,1940.52
7225,2401,16,3,82.24,246.72
7226,2401,34,3,5015.04,15045.12
7227,2402,242,2,798.53,1597.06
7228,2402,45,1,5111.42,5111.42
7229,2402,277,2,198.38,396.76
7230,2403,52,1,36.58,36.58
7231,2403,111,2,215.02,430.04
7232,2403,183,3,229.08,687.24
7233,2404,38,4,2984.65,11938.60
7234,2404,291,1,25.62,25.62
7235,2404,305,3,18.21,54.63
7236,2405,88,4,92.09,368.36
7237,2405,8,4,92.31,369.24
7238,2405,26,2,979.66,1959.32
7239,2406,147,1,143.83,143.83
7240,2406,131,4,151.63,606.52
7241,2406,23,2,477.55,955.10
7242,2407,110,3,81.80,245.40
7243,2407,313,1,49.11,49.11
7244,2407,113,2,545.60,1091.20
7245,2408,283,4,594.23,2376.92
7246,2408,82,1,80.11,80.11
7247,2408,298,4,103.05,412.20
7248,2409,317,4,85.93,343.72
7249,2409,302,3,17.70,53.10
7250,2409,323,1,43.39,43.39
7251,2410,25,4,70.53,282.12
7252,2410,299,2,57.14,114.28
7253,2410,82,2,80.11,160.22
7254,2411,223,1,467.04,467.04
7255,2411,334,1,173.02,173.02
7256,2411,220,1,38.34,38.34
7257,2412,306,3,184.88,554.64
7258,2412,192,2,365.72,731.44
7259,2412,120,1,532.02,532.02
7260,2413,252,1,576.27,576.27
7261,2413,258,2,57.78,115.56
7262,2413,174,2,93.41,186.82
7263,2414,104,3,2507.07,7521.21
7264,2414,99,3,4229.74,12689.22
7265,2414,191,4,217.48,869.92
7266,2415,211,3,391.93,1175.79
7267,2415,24,3,136.38,409.14
7268,2415,287,1,553.36,553.36
7269,2416,322,4,161.49,645.96
7270,2416,114,4,59.81,239.24
7271,2416,156,3,138.39,415.17
7272,2417,176,2,204.81,409.62
7273,2417,259,3,37.26,111.78
7274,2417,227,4,154.78,619.12
7275,2418,86,2,137.39,274.78
7276,2418,123,2,340.07,680.14
7277,2418,129,3,120.28,360.84
7278,2419,75,1,63.53,63.53
7279,2419,202,4,109.28,437.12
7280,2419,144,4,1176.11,4704.44
7281,2420,191,1,217.48,217.48
7282,2420,156,4,138.39,553.56
7283,2420,223,3,467.04,1401.12
7284,2421,49,2,109.83,219.66
7285,2421,184,1,103.83,103.83
7286,2421,173,1,101.46,101.46
7287,2422,108,4,368.57,1474.28
7288,2422,334,4,173.02,692.08
7289,2422,179,2,367.91,735.82
7290,2423,166,4,122.59,490.36
7291,2423,262,4,177.88,711.52
7292,2423,279,2,41.73,83.46
7293,2424,173,2,101.46,202.92
7294,2424,76,3,49.74,149.22
7295,2424,73,2,550.57,1101.14
7296,2425,88,2,92.09,184.18
7297,2425,66,2,41.56,83.12
7298,2425,33,4,618.92,2475.68
7299,2426,34,3,5015.04,15045.12
7300,2426,329,4,124.79,499.16
7301,2426,120,3,532.02,1596.06
7302,2427,300,2,39.77,79.54
7303,2427,106,2,502.86,1005.72
7304,2427,87,1,116.31,116.31
7305,2428,29,1,74.94,74.94
7306,2428,187,3,53.46,160.38
7307,2428,251,2,87.96,175.92
7308,2429,255,2,71.89,143.78
7309,2429,115,2,559.60,1119.20
7310,2429,310,3,106.27,318.81
7311,2430,218,3,49.88,149.64
7312,2430,121,3,376.95,1130.85
7313,2430,135,4,176.88,707.52
7314,2431,41,3,82.03,246.09
7315,2431,283,4,594.23,2376.92
7316,2431,78,2,252.79,505.58
7317,2432,223,3,467.04,1401.12
7318,2432,192,3,365.72,1097.16
7319,2432,241,1,237.51,237.51
7320,2433,335,2,117.27,234.54
7321,2433,100,1,912.50,912.50
7322,2433,180,3,206.84,620.52
7323,2434,105,1,63.28,63.28
7324,2434,281,2,34.70,69.40
7325,2434,148,2,640.43,1280.86
7326,2435,62,3,56.51,169.53
7327,2435,130,4,261.07,1044.28
7328,2435,17,3,189.07,567.21
7329,2436,234,1,157.34,157.34
7330,2436,227,1,154.78,154.78
7331,2436,293,3,9518.10,28554.30
7332,2437,167,3,125.02,375.06
7333,2437,202,2,109.28,218.56
7334,2437,257,2,77.56,155.12
7335,2438,240,4,26.71,106.84
7336,2438,58,2,158.45,316.90
7337,2438,254,3,196.52,589.56
7338,2439,8,3,92.31,276.93
7339,2439,140,2,558.26,1116.52
7340,2439,237,1,188.93,188.93
7341,2440,59,2,1165.61,2331.22
7342,2440,72,4,201.58,806.32
7343,2440,164,1,259.43,259.43
7344,2441,136,3,407.27,1221.81
7345,2441,31,3,79.21,237.63
7346,2441,277,3,198.38,595.14
7347,2442,247,3,127.32,381.96
7348,2442,236,3,54.07,162.21
7349,2442,161,1,258.97,258.97
7350,2443,156,1,138.39,138.39
7351,2443,140,1,558.26,558.26
7352,2443,273,3,173.28,519.84
7353,2444,147,4,143.83,575.32
7354,2444,168,3,84.08,252.24
7355,2444,169,2,537.24,1074.48
7356,2445,166,4,122.59,490.36
7357,2445,131,3,151.63,454.89
7358,2445,228,2,148.63,297.26
7359,2446,266,1,379.02,379.02
7360,2446,79,1,221.90,221.90
7361,2446,3,2,108.77,217.54
7362,2447,42,2,288.25,576.50
7363,2447,26,4,979.66,3918.64
7364,2447,87,3,116.31,348.93
7365,2448,66,3,41.56,124.68
7366,2448,206,1,125.45,125.45
7367,2448,250,3,725.02,2175.06
7368,2449,259,1,37.26,37.26
7369,2449,250,2,725.02,1450.04
7370,2449,300,1,39.77,39.77
7371,2450,91,1,103.05,103.05
7372,2450,1,3,41.61,124.83
7373,2450,88,1,92.09,92.09
7374,2451,115,3,559.60,1678.80
7375,2451,261,4,61.79,247.16
7376,2451,118,4,123.08,492.32
7377,2452,325,3,108.41,325.23
7378,2452,263,1,82.89,82.89
7379,2452,221,3,484.99,1454.97
7380,2453,70,1,79.39,79.39
7381,2453,144,1,1176.11,1176.11
7382,2453,154,1,174.02,174.02
7383,2454,211,4,391.93,1567.72
7384,2454,134,1,261.22,261.22
7385,2454,78,2,252.79,505.58
7386,2455,26,4,979.66,3918.64
7387,2455,168,3,84.08,252.24
7388,2455,32,1,604.32,604.32
7389,2456,216,4,27.57,110.28
7390,2456,103,1,88.38,88.38
7391,2456,176,3,204.81,614.43
7392,2457,82,4,80.11,320.44
7393,2457,6,1,536.76,536.76
7394,2457,75,4,63.53,254.12
7395,2458,277,3,198.38,595.14
7396,2458,294,3,133.99,401.97
7397,2458,202,4,109.28,437.12
7398,2459,123,3,340.07,1020.21
7399,2459,165,4,257.39,1029.56
7400,2459,322,3,161.49,484.47
7401,2460,295,1,207.06,207.06
7402,2460,172,4,53.49,213.96
7403,2460,125,1,319.28,319.28
7404,2461,165,1,257.39,257.39
7405,2461,81,1,24.00,24.00
7406,2461,214,3,522.07,1566.21
7407,2462,97,3,201.04,603.12
7408,2462,329,2,124.79,249.58
7409,2462,244,3,70.80,212.40
7410,2463,115,2,559.60,1119.20
7411,2463,332,4,122.23,488.92
7412,2463,69,1,206.85,206.85
7413,2464,190,1,4952.78,4952.78
7414,2464,225,3,267.00,801.00
7415,2464,206,2,125.45,250.90
7416,2465,263,2,82.89,165.78
7417,2465,175,3,239.58,718.74
7418,2465,21,1,37.53,37.53
7419,2466,179,3,367.91,1103.73
7420,2466,283,2,594.23,1188.46
7421,2466,47,4,100.93,403.72
7422,2467,271,1,1470.33,1470.33
7423,2467,287,1,553.36,553.36
7424,2467,217,4,324.83,1299.32
7425,2468,218,4,49.88,199.52
7426,2468,335,4,117.27,469.08
7427,2468,67,2,663.51,1327.02
7428,2469,311,3,32.45,97.35
7429,2469,178,4,110.15,440.60
7430,2469,195,4,46.99,187.96
7431,2470,167,3,125.02,375.06
7432,2470,232,4,117.39,469.56
7433,2470,285,1,6751.40,6751.40
7434,2471,205,2,92.31,184.62
7435,2471,137,4,197.81,791.24
7436,2471,252,3,576.27,1728.81
7437,2472,89,4,185.24,740.96
7438,2472,307,1,195.28,195.28
7439,2472,90,1,226.17,226.17
7440,2473,123,1,340.07,340.07
7441,2473,121,1,376.95,376.95
7442,2473,284,4,33.21,132.84
7443,2474,316,4,110.67,442.68
7444,2474,147,2,143.83,287.66
7445,2474,170,2,845.55,1691.10
7446,2475,206,2,125.45,250.90
7447,2475,176,2,204.81,409.62
7448,2475,164,4,259.43,1037.72
7449,2476,30,3,165.44,496.32
7450,2476,75,4,63.53,254.12
7451,2476,138,2,75.42,150.84
7452,2477,200,4,51.39,205.56
7453,2477,260,1,95.74,95.74
7454,2477,252,2,576.27,1152.54
7455,2478,256,1,255.06,255.06
7456,2478,112,2,97.46,194.92
7457,2478,29,3,74.94,224.82
7458,2479,195,1,46.99,46.99
7459,2479,12,1,423.08,423.08
7460,2479,214,3,522.07,1566.21
7461,2480,133,3,153.60,460.80
7462,2480,95,4,198.29,793.16
7463,2480,189,2,87.00,174.00
7464,2481,219,4,662.92,2651.68
7465,2481,315,2,69.11,138.22
7466,2481,118,2,123.08,246.16
7467,2482,119,4,329.12,1316.48
7468,2482,215,2,136.44,272.88
7469,2482,65,3,114.10,342.30
7470,2483,35,1,166.21,166.21
7471,2483,324,3,183.99,551.97
7472,2483,115,2,559.60,1119.20
7473,2484,47,3,100.93,302.79
7474,2484,142,3,544.13,1632.39
7475,2484,265,4,192.94,771.76
7476,2485,16,3,82.24,246.72
7477,2485,163,1,150.26,150.26
7478,2485,52,2,36.58,73.16
7479,2486,146,4,364.03,1456.12
7480,2486,318,4,27.43,109.72
7481,2486,127,3,242.46,727.38
7482,2487,141,4,482.39,1929.56
7483,2487,174,3,93.41,280.23
7484,2487,77,1,90.53,90.53
7485,2488,93,2,73.99,147.98
7486,2488,25,2,70.53,141.06
7487,2488,81,4,24.00,96.00
7488,2489,304,4,121.41,485.64
7489,2489,191,2,217.48,434.96
7490,2489,228,2,148.63,297.26
7491,2490,131,2,151.63,303.26
7492,2490,67,4,663.51,2654.04
7493,2490,276,3,1553.72,4661.16
7494,2491,129,3,120.28,360.84
7495,2491,10,1,42.91,42.91
7496,2491,78,4,252.79,1011.16
7497,2492,318,4,27.43,109.72
7498,2492,319,2,129.86,259.72
7499,2492,130,3,261.07,783.21
7500,2493,38,4,2984.65,11938.60
7501,2493,289,2,37.80,75.60
7502,2493,47,2,100.93,201.86
7503,2494,28,2,30.65,61.30
7504,2494,6,1,536.76,536.76
7505,2494,164,2,259.43,518.86
7506,2495,294,3,133.99,401.97
7507,2495,1,3,41.61,124.83
7508,2495,9,1,1355.55,1355.55
7509,2496,21,1,37.53,37.53
7510,2496,154,2,174.02,348.04
7511,2496,251,3,87.96,263.88
7512,2497,92,4,243.24,972.96
7513,2497,231,3,170.32,510.96
7514,2497,314,3,28.97,86.91
7515,2498,276,1,1553.72,1553.72
7516,2498,223,4,467.04,1868.16
7517,2498,108,3,368.57,1105.71
7518,2499,122,4,130.97,523.88
7519,2499,97,2,201.04,402.08
7520,2499,317,1,85.93,85.93
7521,2500,273,3,173.28,519.84
7522,2500,310,1,106.27,106.27
7523,2500,127,1,242.46,242.46
7524,2501,138,4,75.42,301.68
7525,2501,240,2,26.71,53.42
7526,2501,263,2,82.89,165.78
7527,2502,8,4,92.31,369.24
7528,2502,169,4,537.24,2148.96
7529,2502,145,3,369.80,1109.40
7530,2503,65,3,114.10,342.30
7531,2503,21,1,37.53,37.53
7532,2503,213,3,231.12,693.36
7533,2504,292,2,40.52,81.04
7534,2504,179,4,367.91,1471.64
7535,2504,263,3,82.89,248.67
7536,2505,222,2,106.41,212.82
7537,2505,74,4,306.84,1227.36
7538,2505,307,1,195.28,195.28
7539,2506,271,3,1470.33,4410.99
7540,2506,178,1,110.15,110.15
7541,2506,163,3,150.26,450.78
7542,2507,155,3,80.38,241.14
7543,2507,328,1,180.51,180.51
7544,2507,30,4,165.44,661.76
7545,2508,117,2,795.33,1590.66
7546,2508,128,4,1363.48,5453.92
7547,2508,101,3,156.57,469.71
7548,2509,127,1,242.46,242.46
7549,2509,120,3,532.02,1596.06
7550,2509,85,1,279.78,279.78
7551,2510,194,2,136.81,273.62
7552,2510,12,2,423.08,846.16
7553,2510,107,2,136.14,272.28
7554,2511,75,2,63.53,127.06
7555,2511,191,3,217.48,652.44
7556,2511,78,1,252.79,252.79
7557,2512,318,2,27.43,54.86
7558,2512,246,4,42.72,170.88
7559,2512,137,3,197.81,593.43
7560,2513,278,1,405.40,405.40
7561,2513,224,4,203.37,813.48
7562,2513,17,4,189.07,756.28
7563,2514,78,2,252.79,505.58
7564,2514,179,1,367.91,367.91
7565,2514,189,1,87.00,87.00
7566,2515,201,3,83.06,249.18
7567,2515,310,2,106.27,212.54
7568,2515,33,1,618.92,618.92
7569,2516,307,3,195.28,585.84
7570,2516,140,4,558.26,2233.04
7571,2516,208,3,5119.77,15359.31
7572,2517,203,3,59.44,178.32
7573,2517,321,4,105.04,420.16
7574,2517,214,1,522.07,522.07
7575,2518,102,1,39.38,39.38
7576,2518,146,3,364.03,1092.09
7577,2518,19,3,79.80,239.40
7578,2519,203,3,59.44,178.32
7579,2519,20,4,49.24,196.96
7580,2519,72,1,201.58,201.58
7581,2520,297,3,83.28,249.84
7582,2520,290,3,744.49,2233.47
7583,2520,208,1,5119.77,5119.77
7584,2521,118,1,123.08,123.08
7585,2521,239,2,642.80,1285.60
7586,2521,289,2,37.80,75.60
7587,2522,2,4,54.72,218.88
7588,2522,225,3,267.00,801.00
7589,2522,159,4,176.40,705.60
7590,2523,206,3,125.45,376.35
7591,2523,293,2,9518.10,19036.20
7592,2523,185,2,118.55,237.10
7593,2524,266,2,379.02,758.04
7594,2524,43,3,930.93,2792.79
7595,2524,310,1,106.27,106.27
7596,2525,285,3,6751.40,20254.20
7597,2525,244,4,70.80,283.20
7598,2525,326,4,127.79,511.16
7599,2526,87,2,116.31,232.62
7600,2526,281,3,34.70,104.10
7601,2526,156,1,138.39,138.39
7602,2527,52,1,36.58,36.58
7603,2527,154,4,174.02,696.08
7604,2527,251,1,87.96,87.96
7605,2528,91,3,103.05,309.15
7606,2528,303,2,199.54,399.08
7607,2528,292,1,40.52,40.52
7608,2529,305,4,18.21,72.84
7609,2529,173,1,101.46,101.46
7610,2529,313,4,49.11,196.44
7611,2530,34,4,5015.04,20060.16
7612,2530,139,4,392.73,1570.92
7613,2530,160,2,103.53,207.06
7614,2531,51,3,223.70,671.10
7615,2531,319,1,129.86,129.86
7616,2531,28,3,30.65,91.95
7617,2532,62,4,56.51,226.04
7618,2532,237,4,188.93,755.72
7619,2532,157,1,2380.02,2380.02
7620,2533,157,1,2380.02,2380.02
7621,2533,296,1,101.13,101.13
7622,2533,217,1,324.83,324.83
7623,2534,123,2,340.07,680.14
7624,2534,331,2,54.96,109.92
7625,2534,273,2,173.28,346.56
7626,2535,300,3,39.77,119.31
7627,2535,172,4,53.49,213.96
7628,2535,201,4,83.06,332.24
7629,2536,283,1,594.23,594.23
7630,2536,184,3,103.83,311.49
7631,2536,316,2,110.67,221.34
7632,2537,227,2,154.78,309.56
7633,2537,59,2,1165.61,2331.22
7634,2537,123,3,340.07,1020.21
7635,2538,250,3,725.02,2175.06
7636,2538,101,4,156.57,626.28
7637,2538,65,1,114.10,114.10
7638,2539,258,4,57.78,231.12
7639,2539,276,1,1553.72,1553.72
7640,2539,87,1,116.31,116.31
7641,2540,4,4,70.68,282.72
7642,2540,136,2,407.27,814.54
7643,2540,95,4,198.29,793.16
7644,2541,20,2,49.24,98.48
7645,2541,129,4,120.28,481.12
7646,2541,321,3,105.04,315.12
7647,2542,305,3,18.21,54.63
7648,2542,213,4,231.12,924.48
7649,2542,36,2,184.31,368.62
7650,2543,291,3,25.62,76.86
7651,2543,96,2,171.36,342.72
7652,2543,234,1,157.34,157.34
7653,2544,134,4,261.22,1044.88
7654,2544,176,2,204.81,409.62
7655,2544,66,1,41.56,41.56
7656,2545,231,1,170.32,170.32
7657,2545,204,4,362.70,1450.80
7658,2545,13,4,44.19,176.76
7659,2546,84,3,214.78,644.34
7660,2546,315,4,69.11,276.44
7661,2546,25,3,70.53,211.59
7662,2547,120,4,532.02,2128.08
7663,2547,198,1,124.56,124.56
7664,2547,328,4,180.51,722.04
7665,2548,301,3,136.93,410.79
7666,2548,255,4,71.89,287.56
7667,2548,204,1,362.70,362.70
7668,2549,121,1,376.95,376.95
7669,2549,193,4,9668.18,38672.72
7670,2549,240,1,26.71,26.71
7671,2550,308,3,143.10,429.30
7672,2550,222,4,106.41,425.64
7673,2550,224,1,203.37,203.37
7674,2551,152,4,133.94,535.76
7675,2551,60,1,301.85,301.85
