shipment_status_history_id,shipment_id,shipment_status_id,status_from,status_to
6322,1633,3,2025-11-29 06:37:25,2025-11-30 06:37:25
6323,1633,4,2025-11-30 06:37:25,
6324,1634,1,2025-09-12 21:42:05,2025-09-13 19:42:05
6325,1634,2,2025-09-13 19:42:05,2025-09-14 19:42:05
6326,1634,3,2025-09-14 19:42:05,2025-09-15 19:42:05
6327,1634,4,2025-09-15 19:42:05,
6328,1635,1,2025-05-23 09:58:38,2025-05-24 07:58:38
6329,1635,2,2025-05-24 07:58:38,2025-05-25 07:58:38
6330,1635,3,2025-05-25 07:58:38,2025-05-26 07:58:38
6331,1635,4,2025-05-26 07:58:38,
6332,1636,1,2025-07-28 16:02:38,2025-07-29 14:02:38
6333,1636,2,2025-07-29 14:02:38,2025-07-30 14:02:38
6334,1636,3,2025-07-30 14:02:38,2025-07-31 14:02:38
6335,1636,4,2025-07-31 14:02:38,
6336,1637,1,2025-03-15 02:55:40,2025-03-16 00:55:40
6337,1637,2,2025-03-16 00:55:40,2025-03-17 00:55:40
6338,1637,3,2025-03-17 00:55:40,2025-03-18 00:55:40
6339,1637,4,2025-03-18 00:55:40,
6340,1638,1,2025-11-15 17:19:00,2025-11-16 15:19:00
6341,1638,2,2025-11-16 15:19:00,2025-11-17 15:19:00
6342,1638,3,2025-11-17 15:19:00,2025-11-18 15:19:00
6343,1638,4,2025-11-18 15:19:00,
6344,1639,1,2025-02-05 10:03:16,2025-02-06 08:03:16
6345,1639,2,2025-02-06 08:03:16,2025-02-07 08:03:16
6346,1639,3,2025-02-07 08:03:16,2025-02-08 08:03:16
6347,1639,4,2025-02-08 08:03:16,
6348,1640,1,2025-02-24 22:23:00,2025-02-25 20:23:00
6349,1640,2,2025-02-25 20:23:00,2025-02-26 20:23:00
6350,1640,3,2025-02-26 20:23:00,2025-02-27 20:23:00
6351,1640,4,2025-02-27 20:23:00,
6352,1641,1,2025-07-24 00:20:50,2025-07-24 22:20:50
6353,1641,2,2025-07-24 22:20:50,2025-07-25 22:20:50
6354,1641,3,2025-07-25 22:20:50,2025-07-26 22:20:50
6355,1641,4,2025-07-26 22:20:50,
6356,1642,1,2025-02-15 10:57:35,2025-02-16 08:57:35
6357,1642,2,2025-02-16 08:57:35,2025-02-17 08:57:35
6358,1642,3,2025-02-17 08:57:35,2025-02-18 08:57:35
6359,1642,4,2025-02-18 08:57:35,
6360,1643,1,2025-07-12 19:25:00,2025-07-13 17:25:00
6361,1643,2,2025-07-13 17:25:00,2025-07-14 17:25:00
6362,1643,3,2025-07-14 17:25:00,2025-07-15 17:25:00
6363,1643,4,2025-07-15 17:25:00,
6364,1644,1,2025-10-31 18:36:48,2025-11-01 16:36:48
6365,1644,2,2025-11-01 16:36:48,2025-11-02 16:36:48
6366,1644,3,2025-11-02 16:36:48,2025-11-03 16:36:48
6367,1644,4,2025-11-03 16:36:48,
6368,1645,1,2025-03-24 01:22:54,2025-03-24 23:22:54
6369,1645,2,2025-03-24 23:22:54,2025-03-25 23:22:54
6370,1645,3,2025-03-25 23:22:54,2025-03-26 23:22:54
6371,1645,4,2025-03-26 23:22:54,
6372,1646,1,2025-10-29 02:17:55,2025-10-30 00:17:55
6373,1646,2,2025-10-30 00:17:55,2025-10-31 00:17:55
6374,1646,3,2025-10-31 00:17:55,2025-11-01 00:17:55
6375,1646,4,2025-11-01 00:17:55,
6376,1647,1,2025-11-22 04:53:46,2025-11-23 02:53:46
6377,1647,2,2025-11-23 02:53:46,2025-11-24 02:53:46
6378,1647,3,2025-11-24 02:53:46,2025-11-25 02:53:46
6379,1647,4,2025-11-25 02:53:46,
6380,1648,1,2025-08-05 22:27:15,2025-08-06 20:27:15
6381,1648,2,2025-08-06 20:27:15,2025-08-07 20:27:15
6382,1648,3,2025-08-07 20:27:15,2025-08-08 20:27:15
6383,1648,4,2025-08-08 20:27:15,
6384,1649,1,2025-09-15 11:33:49,2025-09-16 09:33:49
6385,1649,2,2025-09-16 09:33:49,2025-09-17 09:33:49
6386,1649,3,2025-09-17 09:33:49,2025-09-18 09:33:49
6387,1649,4,2025-09-18 09:33:49,
6388,1650,1,2025-07-29 00:47:26,2025-07-29 22:47:26
6389,1650,2,2025-07-29 22:47:26,2025-07-30 22:47:26
6390,1650,3,2025-07-30 22:47:26,2025-07-31 22:47:26
6391,1650,4,2025-07-31 22:47:26,
6392,1651,1,2025-05-05 02:01:39,2025-05-06 00:01:39
6393,1651,2,2025-05-06 00:01:39,2025-05-07 00:01:39
6394,1651,3,2025-05-07 00:01:39,2025-05-08 00:01:39
6395,1651,4,2025-05-08 00:01:39,
6396,1652,1,2025-09-21 09:14:24,2025-09-22 07:14:24
6397,1652,2,2025-09-22 07:14:24,2025-09-23 07:14:24
6398,1652,3,2025-09-23 07:14:24,2025-09-24 07:14:24
6399,1652,4,2025-09-24 07:14:24,
6400,1653,1,2025-11-03 02:59:02,2025-11-04 00:59:02
6401,1653,2,2025-11-04 00:59:02,2025-11-05 00:59:02
6402,1653,3,2025-11-05 00:59:02,2025-11-06 00:59:02
6403,1653,4,2025-11-06 00:59:02,
6404,1654,1,2025-02-10 16:42:42,2025-02-11 14:42:42
6405,1654,2,2025-02-11 14:42:42,2025-02-12 14:42:42
6406,1654,3,2025-02-12 14:42:42,2025-02-13 14:42:42
6407,1654,4,2025-02-13 14:42:42,
6408,1655,1,2025-10-25 23:06:40,2025-10-26 21:06:40
6409,1655,2,2025-10-26 21:06:40,2025-10-27 21:06:40
6410,1655,3,2025-10-27 21:06:40,2025-10-28 21:06:40
6411,1655,4,2025-10-28 21:06:40,
6412,1656,1,2025-02-04 06:17:36,2025-02-05 04:17:36
6413,1656,2,2025-02-05 04:17:36,2025-02-06 04:17:36
6414,1656,3,2025-02-06 04:17:36,2025-02-07 04:17:36
6415,1656,4,2025-02-07 04:17:36,
6416,1657,1,2025-05-11 06:59:04,2025-05-12 04:59:04
6417,1657,2,2025-05-12 04:59:04,2025-05-13 04:59:04
6418,1657,3,2025-05-13 04:59:04,2025-05-14 04:59:04
6419,1657,4,2025-05-14 04:59:04,
6420,1658,1,2025-03-05 20:48:25,2025-03-06 18:48:25
6421,1658,2,2025-03-06 18:48:25,2025-03-07 18:48:25
6422,1658,3,2025-03-07 18:48:25,2025-03-08 18:48:25
6423,1658,4,2025-03-08 18:48:25,
6424,1659,1,2025-03-16 15:27:29,2025-03-17 13:27:29
6425,1659,2,2025-03-17 13:27:29,2025-03-18 13:27:29
6426,1659,3,2025-03-18 13:27:29,2025-03-19 13:27:29
6427,1659,4,2025-03-19 13:27:29,
6428,1660,1,2025-06-25 10:59:59,2025-06-26 08:59:59
6429,1660,2,2025-06-26 08:59:59,2025-06-27 08:59:59
6430,1660,3,2025-06-27 08:59:59,2025-06-28 08:59:59
6431,1660,4,2025-06-28 08:59:59,
6432,1661,1,2025-10-09 04:19:46,2025-10-10 02:19:46
6433,1661,2,2025-10-10 02:19:46,2025-10-11 02:19:46
6434,1661,3,2025-10-11 02:19:46,2025-10-12 02:19:46
6435,1661,4,2025-10-12 02:19:46,
6436,1662,1,2025-03-14 20:56:11,2025-03-15 18:56:11
6437,1662,2,2025-03-15 18:56:11,2025-03-16 18:56:11
6438,1662,3,2025-03-16 18:56:11,2025-03-17 18:56:11
6439,1662,4,2025-03-17 18:56:11,
6440,1663,1,2025-09-09 08:09:56,2025-09-10 06:09:56
6441,1663,2,2025-09-10 06:09:56,2025-09-11 06:09:56
6442,1663,3,2025-09-11 06:09:56,2025-09-12 06:09:56
6443,1663,4,2025-09-12 06:09:56,
6444,1664,1,2025-08-05 19:42:35,2025-08-06 17:42:35
6445,1664,2,2025-08-06 17:42:35,2025-08-07 17:42:35
6446,1664,3,2025-08-07 17:42:35,2025-08-08 17:42:35
6447,1664,4,2025-08-08 17:42:35,
6448,1665,1,2025-03-06 19:24:35,2025-03-07 17:24:35
6449,1665,2,2025-03-07 17:24:35,2025-03-08 17:24:35
6450,1665,3,2025-03-08 17:24:35,2025-03-09 17:24:35
6451,1665,4,2025-03-09 17:24:35,
6452,1666,1,2025-05-14 19:59:12,2025-05-15 17:59:12
6453,1666,2,2025-05-15 17:59:12,2025-05-16 17:59:12
6454,1666,3,2025-05-16 17:59:12,2025-05-17 17:59:12
6455,1666,4,2025-05-17 17:59:12,
6456,1667,1,2025-01-10 11:22:33,2025-01-11 09:22:33
6457,1667,2,2025-01-11 09:22:33,2025-01-12 09:22:33
6458,1667,3,2025-01-12 09:22:33,2025-01-13 09:22:33
6459,1667,4,2025-01-13 09:22:33,
6460,1668,1,2025-02-10 08:31:30,2025-02-11 06:31:30
6461,1668,2,2025-02-11 06:31:30,2025-02-12 06:31:30
6462,1668,3,2025-02-12 06:31:30,2025-02-13 06:31:30
6463,1668,4,2025-02-13 06:31:30,
6464,1669,1,2025-12-16 05:54:07,2025-12-17 03:54:07
6465,1669,2,2025-12-17 03:54:07,2025-12-18 03:54:07
6466,1669,3,2025-12-18 03:54:07,2025-12-19 03:54:07
6467,1669,4,2025-12-19 03:54:07,
6468,1670,1,2025-08-26 11:06:38,2025-08-27 09:06:38
6469,1670,2,2025-08-27 09:06:38,2025-08-28 09:06:38
6470,1670,3,2025-08-28 09:06:38,2025-08-29 09:06:38
6471,1670,4,2025-08-29 09:06:38,
6472,1671,1,2025-12-24 17:44:39,2025-12-25 15:44:39
6473,1671,2,2025-12-25 15:44:39,2025-12-26 15:44:39
6474,1671,3,2025-12-26 15:44:39,2025-12-27 15:44:39
6475,1671,4,2025-12-27 15:44:39,
6476,1672,1,2025-04-06 15:45:19,2025-04-07 13:45:19
6477,1672,2,2025-04-07 13:45:19,2025-04-08 13:45:19
6478,1672,3,2025-04-08 13:45:19,2025-04-09 13:45:19
6479,1672,4,2025-04-09 13:45:19,
6480,1673,1,2025-12-21 01:21:08,2025-12-21 23:21:08
6481,1673,2,2025-12-21 23:21:08,2025-12-22 23:21:08
6482,1673,3,2025-12-22 23:21:08,2025-12-23 23:21:08
6483,1673,4,2025-12-23 23:21:08,
6484,1674,1,2025-04-10 17:35:01,2025-04-11 15:35:01
6485,1674,2,2025-04-11 15:35:01,2025-04-12 15:35:01
6486,1674,3,2025-04-12 15:35:01,2025-04-13 15:35:01
6487,1674,4,2025-04-13 15:35:01,
6488,1675,1,2025-02-09 22:58:10,2025-02-10 20:58:10
6489,1675,2,2025-02-10 20:58:10,2025-02-11 20:58:10
6490,1675,3,2025-02-11 20:58:10,2025-02-12 20:58:10
6491,1675,4,2025-02-12 20:58:10,
6492,1676,1,2025-12-26 00:57:50,2025-12-26 22:57:50
6493,1676,2,2025-12-26 22:57:50,2025-12-27 22:57:50
6494,1676,3,2025-12-27 22:57:50,2025-12-28 22:57:50
6495,1676,4,2025-12-28 22:57:50,
6496,1677,1,2025-06-15 17:28:12,2025-06-16 15:28:12
6497,1677,2,2025-06-16 15:28:12,2025-06-17 15:28:12
6498,1677,3,2025-06-17 15:28:12,2025-06-18 15:28:12
6499,1677,4,2025-06-18 15:28:12,
6500,1678,1,2025-07-12 07:48:56,2025-07-13 05:48:56
6501,1678,2,2025-07-13 05:48:56,2025-07-14 05:48:56
6502,1678,3,2025-07-14 05:48:56,2025-07-15 05:48:56
6503,1678,4,2025-07-15 05:48:56,
6504,1679,1,2025-07-18 05:25:46,2025-07-19 03:25:46
6505,1679,2,2025-07-19 03:25:46,2025-07-20 03:25:46
6506,1679,3,2025-07-20 03:25:46,2025-07-21 03:25:46
6507,1679,4,2025-07-21 03:25:46,
6508,1680,1,2025-08-22 21:38:01,2025-08-23 19:38:01
6509,1680,2,2025-08-23 19:38:01,2025-08-24 19:38:01
6510,1680,3,2025-08-24 19:38:01,2025-08-25 19:38:01
6511,1680,4,2025-08-25 19:38:01,
6512,1681,1,2025-07-28 10:11:23,2025-07-29 08:11:23
6513,1681,2,2025-07-29 08:11:23,2025-07-30 08:11:23
6514,1681,3,2025-07-30 08:11:23,2025-07-31 08:11:23
6515,1681,4,2025-07-31 08:11:23,
6516,1682,1,2025-02-15 06:31:32,2025-02-16 04:31:32
6517,1682,2,2025-02-16 04:31:32,2025-02-17 04:31:32
6518,1682,3,2025-02-17 04:31:32,2025-02-18 04:31:32
6519,1682,4,2025-02-18 04:31:32,
6520,1683,1,2025-05-03 19:53:04,2025-05-04 17:53:04
6521,1683,2,2025-05-04 17:53:04,2025-05-05 17:53:04
6522,1683,3,2025-05-05 17:53:04,2025-05-06 17:53:04
6523,1683,4,2025-05-06 17:53:04,
6524,1684,1,2025-08-21 19:38:25,2025-08-22 17:38:25
6525,1684,2,2025-08-22 17:38:25,2025-08-23 17:38:25
6526,1684,3,2025-08-23 17:38:25,2025-08-24 17:38:25
6527,1684,4,2025-08-24 17:38:25,
6528,1685,1,2025-08-14 06:08:27,2025-08-15 04:08:27
6529,1685,2,2025-08-15 04:08:27,2025-08-16 04:08:27
6530,1685,3,2025-08-16 04:08:27,2025-08-17 04:08:27
6531,1685,4,2025-08-17 04:08:27,
6532,1686,1,2025-03-04 00:08:08,2025-03-04 22:08:08
6533,1686,2,2025-03-04 22:08:08,2025-03-05 22:08:08
6534,1686,3,2025-03-05 22:08:08,2025-03-06 22:08:08
6535,1686,4,2025-03-06 22:08:08,
6536,1687,1,2025-01-05 20:37:22,2025-01-06 18:37:22
6537,1687,2,2025-01-06 18:37:22,2025-01-07 18:37:22
6538,1687,3,2025-01-07 18:37:22,2025-01-08 18:37:22
6539,1687,4,2025-01-08 18:37:22,
6540,1688,1,2025-02-04 03:04:28,2025-02-05 01:04:28
6541,1688,2,2025-02-05 01:04:28,2025-02-06 01:04:28
6542,1688,3,2025-02-06 01:04:28,2025-02-07 01:04:28
6543,1688,4,2025-02-07 01:04:28,
6544,1689,1,2025-03-17 06:30:34,2025-03-18 04:30:34
6545,1689,2,2025-03-18 04:30:34,2025-03-19 04:30:34
6546,1689,3,2025-03-19 04:30:34,2025-03-20 04:30:34
6547,1689,4,2025-03-20 04:30:34,
6548,1690,1,2025-05-09 00:22:26,2025-05-09 22:22:26
6549,1690,2,2025-05-09 22:22:26,2025-05-10 22:22:26
6550,1690,3,2025-05-10 22:22:26,2025-05-11 22:22:26
6551,1690,4,2025-05-11 22:22:26,
6552,1691,1,2025-01-20 02:56:31,2025-01-21 00:56:31
6553,1691,2,2025-01-21 00:56:31,2025-01-22 00:56:31
6554,1691,3,2025-01-22 00:56:31,2025-01-23 00:56:31
6555,1691,4,2025-01-23 00:56:31,
6556,1692,1,2025-12-18 06:42:30,2025-12-19 04:42:30
6557,1692,2,2025-12-19 04:42:30,2025-12-20 04:42:30
6558,1692,3,2025-12-20 04:42:30,2025-12-21 04:42:30
6559,1692,4,2025-12-21 04:42:30,
6560,1693,1,2025-05-17 14:22:24,2025-05-18 12:22:24
6561,1693,2,2025-05-18 12:22:24,2025-05-19 12:22:24
6562,1693,3,2025-05-19 12:22:24,2025-05-20 12:22:24
6563,1693,4,2025-05-20 12:22:24,
6564,1694,1,2025-06-03 02:41:56,2025-06-04 00:41:56
6565,1694,2,2025-06-04 00:41:56,2025-06-05 00:41:56
6566,1694,3,2025-06-05 00:41:56,2025-06-06 00:41:56
6567,1694,4,2025-06-06 00:41:56,
6568,1695,1,2025-12-18 02:23:43,2025-12-19 00:23:43
6569,1695,2,2025-12-19 00:23:43,2025-12-20 00:23:43
6570,1695,3,2025-12-20 00:23:43,2025-12-21 00:23:43
6571,1695,4,2025-12-21 00:23:43,
6572,1696,1,2025-02-07 22:06:08,2025-02-08 20:06:08
6573,1696,2,2025-02-08 20:06:08,2025-02-09 20:06:08
6574,1696,3,2025-02-09 20:06:08,2025-02-10 20:06:08
6575,1696,4,2025-02-10 20:06:08,
6576,1697,1,2025-11-21 01:24:55,2025-11-21 23:24:55
6577,1697,2,2025-11-21 23:24:55,2025-11-22 23:24:55
6578,1697,3,2025-11-22 23:24:55,2025-11-23 23:24:55
6579,1697,4,2025-11-23 23:24:55,
6580,1698,1,2025-10-05 07:19:37,2025-10-06 05:19:37
6581,1698,2,2025-10-06 05:19:37,2025-10-07 05:19:37
6582,1698,3,2025-10-07 05:19:37,2025-10-08 05:19:37
6583,1698,4,2025-10-08 05:19:37,
6584,1699,1,2025-08-09 03:56:38,2025-08-10 01:56:38
6585,1699,2,2025-08-10 01:56:38,2025-08-11 01:56:38
6586,1699,3,2025-08-11 01:56:38,2025-08-12 01:56:38
6587,1699,4,2025-08-12 01:56:38,
6588,1700,1,2025-12-12 13:30:46,2025-12-13 11:30:46
6589,1700,2,2025-12-13 11:30:46,2025-12-14 11:30:46
6590,1700,3,2025-12-14 11:30:46,2025-12-15 11:30:46
6591,1700,4,2025-12-15 11:30:46,
6592,1701,1,2025-04-17 11:10:26,2025-04-18 09:10:26
6593,1701,2,2025-04-18 09:10:26,2025-04-19 09:10:26
6594,1701,3,2025-04-19 09:10:26,2025-04-20 09:10:26
6595,1701,4,2025-04-20 09:10:26,
6596,1702,1,2025-11-07 04:09:25,2025-11-08 02:09:25
6597,1702,2,2025-11-08 02:09:25,2025-11-09 02:09:25
6598,1702,3,2025-11-09 02:09:25,2025-11-10 02:09:25
6599,1702,4,2025-11-10 02:09:25,
6600,1703,1,2025-10-17 04:05:23,2025-10-18 02:05:23
6601,1703,2,2025-10-18 02:05:23,2025-10-19 02:05:23
6602,1703,3,2025-10-19 02:05:23,2025-10-20 02:05:23
6603,1703,4,2025-10-20 02:05:23,
6604,1704,1,2025-02-14 03:21:58,2025-02-15 01:21:58
6605,1704,2,2025-02-15 01:21:58,2025-02-16 01:21:58
6606,1704,3,2025-02-16 01:21:58,2025-02-17 01:21:58
6607,1704,4,2025-02-17 01:21:58,
6608,1705,1,2025-07-26 20:57:49,2025-07-27 18:57:49
6609,1705,2,2025-07-27 18:57:49,2025-07-28 18:57:49
6610,1705,3,2025-07-28 18:57:49,2025-07-29 18:57:49
6611,1705,4,2025-07-29 18:57:49,
6612,1706,1,2025-01-09 16:14:51,2025-01-10 14:14:51
6613,1706,2,2025-01-10 14:14:51,2025-01-11 14:14:51
6614,1706,3,2025-01-11 14:14:51,2025-01-12 14:14:51
6615,1706,4,2025-01-12 14:14:51,
6616,1707,1,2025-08-08 15:02:07,2025-08-09 13:02:07
6617,1707,2,2025-08-09 13:02:07,2025-08-10 13:02:07
6618,1707,3,2025-08-10 13:02:07,2025-08-11 13:02:07
6619,1707,4,2025-08-11 13:02:07,
6620,1708,1,2025-12-02 04:35:00,2025-12-03 02:35:00
6621,1708,2,2025-12-03 02:35:00,2025-12-04 02:35:00
6622,1708,3,2025-12-04 02:35:00,2025-12-05 02:35:00
6623,1708,4,2025-12-05 02:35:00,
6624,1709,1,2025-12-08 06:32:47,2025-12-09 04:32:47
6625,1709,2,2025-12-09 04:32:47,2025-12-10 04:32:47
6626,1709,3,2025-12-10 04:32:47,2025-12-11 04:32:47
6627,1709,4,2025-12-11 04:32:47,
6628,1710,1,2025-07-17 20:27:15,2025-07-18 18:27:15
6629,1710,2,2025-07-18 18:27:15,2025-07-19 18:27:15
6630,1710,3,2025-07-19 18:27:15,2025-07-20 18:27:15
6631,1710,4,2025-07-20 18:27:15,
6632,1711,1,2025-01-02 06:09:00,2025-01-03 04:09:00
6633,1711,2,2025-01-03 04:09:00,2025-01-04 04:09:00
6634,1711,3,2025-01-04 04:09:00,2025-01-05 04:09:00
6635,1711,4,2025-01-05 04:09:00,
6636,1712,1,2025-04-24 10:59:19,2025-04-25 08:59:19
6637,1712,2,2025-04-25 08:59:19,2025-04-26 08:59:19
6638,1712,3,2025-04-26 08:59:19,2025-04-27 08:59:19
6639,1712,4,2025-04-27 08:59:19,
6640,1713,1,2025-06-08 06:20:32,2025-06-09 04:20:32
6641,1713,2,2025-06-09 04:20:32,2025-06-10 04:20:32
6642,1713,3,2025-06-10 04:20:32,2025-06-11 04:20:32
6643,1713,4,2025-06-11 04:20:32,
6644,1714,1,2025-08-26 09:02:13,2025-08-27 07:02:13
6645,1714,2,2025-08-27 07:02:13,2025-08-28 07:02:13
6646,1714,3,2025-08-28 07:02:13,2025-08-29 07:02:13
6647,1714,4,2025-08-29 07:02:13,
6648,1715,1,2025-07-08 14:29:08,2025-07-09 12:29:08
6649,1715,2,2025-07-09 12:29:08,2025-07-10 12:29:08
6650,1715,3,2025-07-10 12:29:08,2025-07-11 12:29:08
6651,1715,4,2025-07-11 12:29:08,
6652,1716,1,2025-04-10 17:53:27,2025-04-11 15:53:27
6653,1716,2,2025-04-11 15:53:27,2025-04-12 15:53:27
6654,1716,3,2025-04-12 15:53:27,2025-04-13 15:53:27
6655,1716,4,2025-04-13 15:53:27,
6656,1717,1,2025-11-28 17:10:16,2025-11-29 15:10:16
6657,1717,2,2025-11-29 15:10:16,2025-11-30 15:10:16
6658,1717,3,2025-11-30 15:10:16,2025-12-01 15:10:16
6659,1717,4,2025-12-01 15:10:16,
6660,1718,1,2025-09-10 03:33:03,2025-09-11 01:33:03
6661,1718,2,2025-09-11 01:33:03,2025-09-12 01:33:03
6662,1718,3,2025-09-12 01:33:03,2025-09-13 01:33:03
6663,1718,4,2025-09-13 01:33:03,
6664,1719,1,2025-03-07 14:59:00,2025-03-08 12:59:00
6665,1719,2,2025-03-08 12:59:00,2025-03-09 12:59:00
6666,1719,3,2025-03-09 12:59:00,2025-03-10 12:59:00
6667,1719,4,2025-03-10 12:59:00,
6668,1720,1,2025-07-29 01:15:10,2025-07-29 23:15:10
6669,1720,2,2025-07-29 23:15:10,2025-07-30 23:15:10
6670,1720,3,2025-07-30 23:15:10,2025-07-31 23:15:10
6671,1720,4,2025-07-31 23:15:10,
6672,1721,1,2025-05-30 16:06:07,2025-05-31 14:06:07
6673,1721,2,2025-05-31 14:06:07,2025-06-01 14:06:07
6674,1721,3,2025-06-01 14:06:07,2025-06-02 14:06:07
6675,1721,4,2025-06-02 14:06:07,
6676,1722,1,2025-09-01 06:07:24,2025-09-02 04:07:24
6677,1722,2,2025-09-02 04:07:24,2025-09-03 04:07:24
6678,1722,3,2025-09-03 04:07:24,2025-09-04 04:07:24
6679,1722,4,2025-09-04 04:07:24,
6680,1723,1,2025-07-26 18:52:56,2025-07-27 16:52:56
6681,1723,2,2025-07-27 16:52:56,2025-07-28 16:52:56
6682,1723,3,2025-07-28 16:52:56,2025-07-29 16:52:56
6683,1723,4,2025-07-29 16:52:56,
6684,1724,1,2025-01-23 20:05:45,2025-01-24 18:05:45
6685,1724,2,2025-01-24 18:05:45,2025-01-25 18:05:45
6686,1724,3,2025-01-25 18:05:45,2025-01-26 18:05:45
6687,1724,4,2025-01-26 18:05:45,
6688,1725,1,2025-01-03 14:06:11,2025-01-04 12:06:11
6689,1725,2,2025-01-04 12:06:11,2025-01-05 12:06:11
6690,1725,3,2025-01-05 12:06:11,2025-01-06 12:06:11
6691,1725,4,2025-01-06 12:06:11,
6692,1726,1,2025-11-11 00:59:17,2025-11-11 22:59:17
6693,1726,2,2025-11-11 22:59:17,2025-11-12 22:59:17
6694,1726,3,2025-11-12 22:59:17,2025-11-13 22:59:17
6695,1726,4,2025-11-13 22:59:17,
6696,1727,1,2025-08-25 02:52:52,2025-08-26 00:52:52
6697,1727,2,2025-08-26 00:52:52,2025-08-27 00:52:52
6698,1727,3,2025-08-27 00:52:52,2025-08-28 00:52:52
6699,1727,4,2025-08-28 00:52:52,
6700,1728,1,2025-04-29 08:28:35,2025-04-30 06:28:35
6701,1728,2,2025-04-30 06:28:35,2025-05-01 06:28:35
6702,1728,3,2025-05-01 06:28:35,2025-05-02 06:28:35
6703,1728,4,2025-05-02 06:28:35,
6704,1729,1,2025-10-20 21:34:33,2025-10-21 19:34:33
6705,1729,2,2025-10-21 19:34:33,2025-10-22 19:34:33
6706,1729,3,2025-10-22 19:34:33,2025-10-23 19:34:33
6707,1729,4,2025-10-23 19:34:33,
6708,1730,1,2025-02-15 13:18:42,2025-02-16 11:18:42
6709,1730,2,2025-02-16 11:18:42,2025-02-17 11:18:42
6710,1730,3,2025-02-17 11:18:42,2025-02-18 11:18:42
6711,1730,4,2025-02-18 11:18:42,
6712,1731,1,2025-12-06 03:44:21,2025-12-07 01:44:21
6713,1731,2,2025-12-07 01:44:21,2025-12-08 01:44:21
6714,1731,3,2025-12-08 01:44:21,2025-12-09 01:44:21
6715,1731,4,2025-12-09 01:44:21,
6716,1732,1,2025-08-22 09:27:41,2025-08-23 07:27:41
6717,1732,2,2025-08-23 07:27:41,2025-08-24 07:27:41
6718,1732,3,2025-08-24 07:27:41,2025-08-25 07:27:41
6719,1732,4,2025-08-25 07:27:41,
6720,1733,1,2025-03-24 13:48:33,2025-03-25 11:48:33
6721,1733,2,2025-03-25 11:48:33,2025-03-26 11:48:33
6722,1733,3,2025-03-26 11:48:33,2025-03-27 11:48:33
6723,1733,4,2025-03-27 11:48:33,
6724,1734,1,2025-07-30 11:13:12,2025-07-31 09:13:12
6725,1734,2,2025-07-31 09:13:12,2025-08-01 09:13:12
6726,1734,3,2025-08-01 09:13:12,2025-08-02 09:13:12
6727,1734,4,2025-08-02 09:13:12,
6728,1735,1,2025-08-09 10:25:31,2025-08-10 08:25:31
6729,1735,2,2025-08-10 08:25:31,2025-08-11 08:25:31
6730,1735,3,2025-08-11 08:25:31,2025-08-12 08:25:31
6731,1735,4,2025-08-12 08:25:31,
6732,1736,1,2025-10-11 07:05:37,2025-10-12 05:05:37
6733,1736,2,2025-10-12 05:05:37,2025-10-13 05:05:37
6734,1736,3,2025-10-13 05:05:37,2025-10-14 05:05:37
6735,1736,4,2025-10-14 05:05:37,
6736,1737,1,2025-06-10 08:38:42,2025-06-11 06:38:42
6737,1737,2,2025-06-11 06:38:42,2025-06-12 06:38:42
6738,1737,3,2025-06-12 06:38:42,2025-06-13 06:38:42
6739,1737,4,2025-06-13 06:38:42,
6740,1738,1,2025-08-13 12:16:51,2025-08-14 10:16:51
6741,1738,2,2025-08-14 10:16:51,2025-08-15 10:16:51
6742,1738,3,2025-08-15 10:16:51,2025-08-16 10:16:51
6743,1738,4,2025-08-16 10:16:51,
6744,1739,1,2025-12-27 20:38:21,2025-12-28 18:38:21
6745,1739,2,2025-12-28 18:38:21,2025-12-29 18:38:21
6746,1739,3,2025-12-29 18:38:21,2025-12-30 18:38:21
6747,1739,4,2025-12-30 18:38:21,
6748,1740,1,2025-03-12 21:25:33,2025-03-13 19:25:33
6749,1740,2,2025-03-13 19:25:33,2025-03-14 19:25:33
6750,1740,3,2025-03-14 19:25:33,2025-03-15 19:25:33
6751,1740,4,2025-03-15 19:25:33,
6752,1741,1,2025-04-04 15:40:34,2025-04-05 13:40:34
6753,1741,2,2025-04-05 13:40:34,2025-04-06 13:40:34
6754,1741,3,2025-04-06 13:40:34,2025-04-07 13:40:34
6755,1741,4,2025-04-07 13:40:34,
6756,1742,1,2025-08-10 05:42:14,2025-08-11 03:42:14
6757,1742,2,2025-08-11 03:42:14,2025-08-12 03:42:14
6758,1742,3,2025-08-12 03:42:14,2025-08-13 03:42:14
6759,1742,4,2025-08-13 03:42:14,
6760,1743,1,2025-11-06 04:03:11,2025-11-07 02:03:11
6761,1743,2,2025-11-07 02:03:11,2025-11-08 02:03:11
6762,1743,3,2025-11-08 02:03:11,2025-11-09 02:03:11
6763,1743,4,2025-11-09 02:03:11,
6764,1744,1,2025-12-28 21:42:56,2025-12-29 19:42:56
6765,1744,2,2025-12-29 19:42:56,2025-12-30 19:42:56
6766,1744,3,2025-12-30 19:42:56,2025-12-31 19:42:56
6767,1744,4,2025-12-31 19:42:56,
6768,1745,1,2025-10-03 13:34:12,2025-10-04 11:34:12
6769,1745,2,2025-10-04 11:34:12,2025-10-05 11:34:12
6770,1745,3,2025-10-05 11:34:12,2025-10-06 11:34:12
6771,1745,4,2025-10-06 11:34:12,
